,01.Well Identifier,02.Well Core Analysis Number (Well Core Analysis Line),03.Well Core Analysis Core Number,04.Well Line Interval Depth,05.Well Line Code,06.Well Line Interval Length,07.Well Line Porosity,08.Well Line KMAX,09.Well Line KVERT,10.Well Line K90,11.Well Line Grain Density,12.Well Line Pore Volume Oil,13.Well Line Pore Volume Water,14.Well Line Bulk Density,15.Well Line Lithology
8728,00/07-33-063-19W5/0,2759,5,3099.85,FD,0.27,0.103,60.0,58.0,56.0,2640.0,,,,CRB INTR
8729,00/07-33-063-19W5/0,2759,5,3100.12,FD,0.4,0.093,175.0,6.9,173.0,2640.0,,,,CRB INTR
8730,00/07-33-063-19W5/0,2759,5,3101.1,FD,0.27,0.143,255.0,580.0,65.0,2640.0,,,,CRB INTR
8731,00/07-33-063-19W5/0,2759,5,3094.66,FD,0.34,0.047,0.03,0.01,0.01,2650.0,,,,CRB INTR
8732,00/07-33-063-19W5/0,2759,5,3095.88,FD,0.25,0.09,36.0,12.0,36.0,2650.0,,,,CRB INTR
8733,00/07-33-063-19W5/0,2759,5,3100.52,FD,0.24,0.098,209.0,12.0,179.0,2650.0,,,,CRB INTR
8734,00/07-33-063-19W5/0,2759,5,3101.61,FD,0.31,0.104,99.0,2.4,96.0,2650.0,,,,CRB PP/V
8735,00/07-33-063-19W5/0,2759,5,3095.58,FD,0.3,0.067,21.0,0.01,20.0,2660.0,,,,CRB INTRF   SH
8736,00/07-33-063-19W5/0,2759,5,3103.2,FD,0.43,0.085,62.0,33.0,41.0,2660.0,,,,CRB INTR
8737,00/07-33-063-19W5/0,2759,5,3103.63,FD,0.33,0.058,4.9,1.4,4.4,2660.0,,,,CRB INTR
8738,00/07-33-063-19W5/0,2759,5,3103.96,FD,0.21,0.02,0.36,0.01,0.3,2670.0,,,,CRB INTR
8739,00/07-33-063-19W5/0,2759,5,3095.37,FD,0.21,0.046,0.01,0.01,0.01,2680.0,,,,CRB INTRSH
8740,00/07-33-063-19W5/0,2759,5,3103.02,FD,0.18,0.07,36.0,10.0,22.0,2690.0,,,,CRB INTR
8741,00/07-33-063-19W5/0,2759,5,3094.36,FD,0.3,0.025,3.2,0.01,2.6,2710.0,,,,CRB INTRF   ARGL
8742,00/07-33-063-19W5/0,2759,5,3102.65,FD,0.37,0.049,48.0,0.24,18.0,2710.0,,,,CRB INTR
8743,00/07-33-063-19W5/0,2759,5,3096.89,FD,0.24,0.062,15.0,0.09,2.4,2750.0,,,,CRB PP/VF
8744,00/07-33-063-19W5/0,2759,5,3104.39,LC,0.3,,,,,,,,,LOST CORE
8745,00/04-11-065-19W5/0,8743,1,1422.87,DE,0.06,,,,,,,,,NOT ANALYSED - DENSE
8746,00/04-11-065-19W5/0,8743,1,1423.08,DE,0.09,,,,,,,,,NOT ANALYSED - DENSE
8747,00/04-11-065-19W5/0,8743,1,1423.72,DE,0.06,,,,,,,,,NOT ANALYSED - DENSE
8748,00/04-11-065-19W5/0,8743,1,1423.93,DE,0.1,,,,,,,,,NOT ANALYSED - DENSE
8749,00/04-11-065-19W5/0,8743,1,1424.42,DE,0.18,,,,,,,,,NOT ANALYSED - DENSE
8750,00/04-11-065-19W5/0,8743,1,1424.76,DE,0.15,,,,,,,,,NOT ANALYSED - DENSE
8751,00/04-11-065-19W5/0,8743,1,1425.12,DE,0.12,,,,,,,,,NOT ANALYSED - DENSE
8752,00/04-11-065-19W5/0,8743,1,1425.24,DE,1.68,,,,,,,,,NOT ANALYSED - DENSE
8753,00/04-11-065-19W5/0,8743,1,1427.2,DE,0.06,,,,,,,,,NOT ANALYSED - DENSE
8754,00/04-11-065-19W5/0,8743,1,1427.99,DE,0.39,,,,,,,,,NOT ANALYSED - DENSE
8755,00/04-11-065-19W5/0,8743,1,1428.57,DE,0.21,,,,,,,,,NOT ANALYSED - DENSE
8756,00/04-11-065-19W5/0,8743,1,1428.99,DE,0.86,,,,,,,,,NOT ANALYSED - DENSE
8757,00/04-11-065-19W5/0,8743,1,1434.85,LC,0.45,,,,,,,,,LOST CORE
8758,00/04-11-065-19W5/0,8743,1,1429.85,NR,5.0,,,,,,,,,NOT ANALYSED - MISSING
8759,00/04-11-065-19W5/0,8743,1,1422.81,SS,0.06,0.216,2.6,,,,,,,SS  F
8760,00/04-11-065-19W5/0,8743,1,1422.93,SS,0.15,0.201,7.0,,,,,,,SS  F
8761,00/04-11-065-19W5/0,8743,1,1423.17,SS,0.19,0.213,6.2,,,,,,,SS  F   SH
8762,00/04-11-065-19W5/0,8743,1,1423.36,SS,0.36,0.221,7.6,,,,,,,SS  F
8763,00/04-11-065-19W5/0,8743,1,1423.78,SS,0.15,0.192,2.8,,,,,,,SS  F
8764,00/04-11-065-19W5/0,8743,1,1424.03,SS,0.18,0.15,,,,,,,,SS  F   SH  SLT
8765,00/04-11-065-19W5/0,8743,1,1424.21,SS,0.21,0.17,0.2,,,,,,,SS  F   SLT
8766,00/04-11-065-19W5/0,8743,1,1424.6,SS,0.16,0.134,0.1,,,,,,,SS  F   SH  SLT
8767,00/04-11-065-19W5/0,8743,1,1424.91,SS,0.21,0.089,,,,,,,,SS  F   SH  SLT
8768,00/04-11-065-19W5/0,8743,1,1426.92,SS,0.28,0.109,,,,,,,,SS  F   SLT
8769,00/04-11-065-19W5/0,8743,1,1427.26,SS,0.24,0.097,,,,,,,,SS  F   SH  SLT
8770,00/04-11-065-19W5/0,8743,1,1427.5,SS,0.24,0.108,,,,,,,,SS  F   SLT
8771,00/04-11-065-19W5/0,8743,1,1427.74,SS,0.25,0.115,,,,,,,,SS  F   SH  SLT
8772,00/04-11-065-19W5/0,8743,1,1428.38,SS,0.19,0.113,,,,,,,,SS  F   SLT
8773,00/04-11-065-19W5/0,8743,1,1428.78,SS,0.21,0.101,,,,,,,,SS  F   SLT SH
8774,00/04-11-065-19W5/0,8744,3,2941.5,DE,0.06,,,,,,,,,NOT ANALYSED - DENSE
8775,00/04-11-065-19W5/0,8744,3,2951.81,DE,0.94,,,,,,,,,NOT ANALYSED - DENSE
8776,00/04-11-065-19W5/0,8744,3,2953.51,DE,0.73,,,,,,,,,NOT ANALYSED - DENSE
8777,00/04-11-065-19W5/0,8744,3,2957.99,DE,0.25,,,,,,,,,NOT ANALYSED - DENSE
8778,00/04-11-065-19W5/0,8744,3,2941.56,FD,0.28,0.066,1.2,,,2680.0,,,,CRB PP/VF
8779,00/04-11-065-19W5/0,8744,3,2941.32,FD,0.18,0.077,1.2,,,2690.0,,,,CRB PP/VF
8780,00/04-11-065-19W5/0,8744,3,2946.26,FD,0.33,0.09,20.0,6.3,19.0,2690.0,,,,CRB PP/VF
8781,00/04-11-065-19W5/0,8744,3,2941.84,FD,0.27,0.041,2.3,3.7,1.6,2700.0,,,,CRB S/V F   SH
8782,00/04-11-065-19W5/0,8744,3,2942.11,FD,0.31,0.04,131.0,158.0,59.0,2700.0,,,,CRB S/V F
8783,00/04-11-065-19W5/0,8744,3,2942.42,FD,0.3,0.098,149.0,17.0,136.0,2700.0,,,,CRB PP/V
8784,00/04-11-065-19W5/0,8744,3,2942.72,FD,0.46,0.053,8.0,5.2,1.6,2700.0,,,,CRB S/V F
8785,00/04-11-065-19W5/0,8744,3,2943.51,FD,0.19,0.129,53.0,4.9,20.0,2700.0,,,,CRB P/S
8786,00/04-11-065-19W5/0,8744,3,2943.7,FD,0.3,0.073,16.0,,,2700.0,,,,CRB P/S F
8787,00/04-11-065-19W5/0,8744,3,2944.0,FD,0.31,0.08,48.0,16.0,14.0,2700.0,,,,CRB PP/VF
8788,00/04-11-065-19W5/0,8744,3,2944.31,FD,0.33,0.104,45.0,6.5,42.0,2700.0,,,,CRB PP/V
8789,00/04-11-065-19W5/0,8744,3,2944.64,FD,0.25,0.105,58.0,16.0,56.0,2700.0,,,,CRB PP/V
8790,00/04-11-065-19W5/0,8744,3,2944.89,FD,0.27,0.054,8.2,10.0,2.9,2700.0,,,,CRB PP/VF
8791,00/04-11-065-19W5/0,8744,3,2945.16,FD,0.24,0.049,5.9,0.68,3.4,2700.0,,,,CRB PP/VF
8792,00/04-11-065-19W5/0,8744,3,2945.4,FD,0.34,0.083,13.0,4.0,11.0,2700.0,,,,CRB PP/V
8793,00/04-11-065-19W5/0,8744,3,2945.95,FD,0.31,0.041,11.0,6.0,7.4,2700.0,,,,CRB PP/VF
8794,00/04-11-065-19W5/0,8744,3,2955.58,FD,0.28,0.046,0.14,0.01,0.14,2700.0,,,,CRB PP/VF
8795,00/04-11-065-19W5/0,8744,3,2943.18,FD,0.33,0.047,2.5,1.3,2.5,2710.0,,,,CRB S/V
8796,00/04-11-065-19W5/0,8744,3,2945.74,FD,0.21,0.087,9.2,4.2,8.3,2710.0,,,,CRB PP/V
8797,00/04-11-065-19W5/0,8744,3,2946.59,FD,0.28,0.081,21.0,4.9,12.0,2710.0,,,,CRB PP/VF
8798,00/04-11-065-19W5/0,8744,3,2946.87,FD,0.3,0.08,5.5,2.9,5.5,2710.0,,,,CRB PP/V
8799,00/04-11-065-19W5/0,8744,3,2947.93,FD,0.34,0.087,14.0,6.4,6.3,2710.0,,,,CRB PP/V
8800,00/04-11-065-19W5/0,8744,3,2948.27,FD,0.4,0.086,7.3,2.4,5.5,2710.0,,,,CRB PP/V
8801,00/04-11-065-19W5/0,8744,3,2948.67,FD,0.36,0.103,13.0,3.7,11.0,2710.0,,,,CRB PP/V
8802,00/04-11-065-19W5/0,8744,3,2949.03,FD,0.37,0.061,1.5,0.37,1.4,2710.0,,,,CRB PP/VSH
8803,00/04-11-065-19W5/0,8744,3,2949.4,FD,0.21,0.062,1.6,0.17,1.5,2710.0,,,,CRB PP/VSH
8804,00/04-11-065-19W5/0,8744,3,2949.61,FD,0.49,0.025,0.15,0.01,0.09,2710.0,,,,CRB PP/VSH
8805,00/04-11-065-19W5/0,8744,3,2950.46,FD,0.28,0.069,6.2,1.3,3.7,2710.0,,,,CRB PP/V
8806,00/04-11-065-19W5/0,8744,3,2955.31,FD,0.27,0.095,8.7,2.0,1.8,2710.0,,,,CRB PP/VF
8807,00/04-11-065-19W5/0,8744,3,2955.86,FD,0.55,0.046,0.38,,,2710.0,,,,CRB PP/VF
8808,00/04-11-065-19W5/0,8744,3,2956.41,FD,0.58,0.044,0.11,,,2710.0,,,,CRB PP/VF
8809,00/04-11-065-19W5/0,8744,3,2956.99,FD,0.33,0.042,0.08,0.01,0.08,2710.0,,,,CRB PP/VSH
8810,00/04-11-065-19W5/0,8744,3,2947.54,FD,0.39,0.058,11.0,5.8,11.0,2720.0,,,,CRB PP/VF   SH
8811,00/04-11-065-19W5/0,8744,3,2952.75,FD,0.18,0.043,1.4,0.31,0.43,2720.0,,,,CRB PP/VF
8812,00/04-11-065-19W5/0,8744,3,2952.93,FD,0.31,0.051,0.62,0.39,0.29,2720.0,,,,CRB PP/VF
8813,00/04-11-065-19W5/0,8744,3,2953.24,FD,0.27,0.047,0.11,,0.11,2720.0,,,,CRB PP/VF
8814,00/04-11-065-19W5/0,8744,3,2954.7,FD,0.28,0.104,7.6,2.2,7.6,2720.0,,,,CRB PP/V
8815,00/04-11-065-19W5/0,8744,3,2954.98,FD,0.33,0.114,15.0,5.7,13.0,2720.0,,,,CRB PP/V
8816,00/04-11-065-19W5/0,8744,3,2957.32,FD,0.43,0.08,1.5,0.85,1.1,2720.0,,,,CRB PP/V
8817,00/04-11-065-19W5/0,8744,3,2957.75,FD,0.24,0.016,0.58,0.01,0.11,2720.0,,,,CRB INTRSH
8818,00/04-11-065-19W5/0,8744,3,2958.24,FD,0.36,0.066,0.64,0.11,0.52,2720.0,,,,CRB PP/V
8819,00/04-11-065-19W5/0,8744,3,2947.17,FD,0.37,0.077,7.5,3.9,6.8,2730.0,,,,CRB PP/VSH
8820,00/04-11-065-19W5/0,8744,3,2950.74,FD,1.07,0.012,0.13,0.01,0.12,2730.0,,,,CRB INTRSH
8821,00/04-11-065-19W5/0,8744,3,2954.24,FD,0.46,0.033,0.98,0.01,0.05,2730.0,,,,CRB PP/VF   SH
8822,00/04-11-065-19W5/0,8744,3,2958.6,FD,0.4,0.037,1.1,0.24,0.88,2740.0,,,,CRB PP/VSH
8823,00/04-11-065-19W5/0,8744,3,2959.0,LC,0.3,,,,,,,,,LOST CORE
8824,00/04-11-065-19W5/0,8744,3,2950.1,RQ,0.36,,,,,,,,,NOT ANALYSED - BY REQUEST
8825,00/04-11-065-19W5/0,8744,4,2963.54,DE,0.46,,,,,,,,,NOT ANALYSED - DENSE
8826,00/04-11-065-19W5/0,8744,4,2964.24,DE,0.88,,,,,,,,,NOT ANALYSED - DENSE
8827,00/04-11-065-19W5/0,8744,4,2965.7,DE,1.13,,,,,,,,,NOT ANALYSED - DENSE
8828,00/04-11-065-19W5/0,8744,4,2968.33,DE,0.27,,,,,,,,,NOT ANALYSED - DENSE
8829,00/04-11-065-19W5/0,8744,4,2969.03,DE,0.24,,,,,,,,,NOT ANALYSED - DENSE
8830,00/04-11-065-19W5/0,8744,4,2970.37,DE,6.92,,,,,,,,,NOT ANALYSED - DENSE
8831,00/04-11-065-19W5/0,8744,4,2967.35,FD,0.52,0.016,0.14,2.9,0.02,2680.0,,,,CRB PP/VF
8832,00/04-11-065-19W5/0,8744,4,2961.89,FD,0.19,0.119,12.0,0.19,12.0,2690.0,,,,CRB P/S
8833,00/04-11-065-19W5/0,8744,4,2962.44,FD,0.25,0.04,0.15,0.01,0.08,2690.0,,,,CRB S/V
8834,00/04-11-065-19W5/0,8744,4,2960.31,FD,0.27,0.046,0.91,0.32,0.87,2700.0,,,,CRB PP/V
8835,00/04-11-065-19W5/0,8744,4,2962.08,FD,0.36,0.058,0.83,0.01,0.51,2700.0,,,,CRB S/V
8836,00/04-11-065-19W5/0,8744,4,2963.11,FD,0.43,0.017,0.06,0.01,0.04,2700.0,,,,CRB PP/VF
8837,00/04-11-065-19W5/0,8744,4,2965.12,FD,0.58,0.027,0.07,0.01,0.04,2700.0,,,,CRB PP/VSH
8838,00/04-11-065-19W5/0,8744,4,2967.87,FD,0.46,0.025,0.07,0.01,0.07,2700.0,,,,CRB PP/V
8839,00/04-11-065-19W5/0,8744,4,2968.6,FD,0.43,0.026,0.76,0.01,0.03,2700.0,,,,CRB PP/VF
8840,00/04-11-065-19W5/0,8744,4,2969.61,FD,0.27,0.075,3.2,0.14,2.5,2700.0,,,,CRB PP/V
8841,00/04-11-065-19W5/0,8744,4,2969.88,FD,0.49,0.033,0.77,0.01,0.53,2700.0,,,,CRB PP/VF
8842,00/04-11-065-19W5/0,8744,4,2961.62,FD,0.27,0.047,1.1,0.01,0.88,2710.0,,,,CRB PP/V
8843,00/04-11-065-19W5/0,8744,4,2962.69,FD,0.21,0.025,2.9,0.18,0.6,2710.0,,,,CRB PP/V
8844,00/04-11-065-19W5/0,8744,4,2962.9,FD,0.21,0.045,0.72,,,2710.0,,,,CRB PP/VF
8845,00/04-11-065-19W5/0,8744,4,2964.0,FD,0.24,0.051,2.0,0.01,1.9,2710.0,,,,CRB PP/VF
8846,00/04-11-065-19W5/0,8744,4,2966.83,FD,0.52,0.029,0.1,0.01,0.07,2710.0,,,,CRB PP/V
8847,00/04-11-065-19W5/0,8744,4,2969.27,FD,0.34,0.061,1.6,0.31,0.23,2710.0,,,,CRB PP/V
8848,00/04-11-065-19W5/0,8744,4,2959.3,FD,0.4,0.05,0.76,0.01,0.5,2720.0,,,,CRB PP/V
8849,00/04-11-065-19W5/0,8744,4,2959.7,FD,0.3,0.064,1.8,0.34,1.1,2720.0,,,,CRB PP/V
8850,00/04-11-065-19W5/0,8744,4,2960.0,FD,0.31,0.057,1.4,0.55,0.94,2720.0,,,,CRB PP/V
8851,00/04-11-065-19W5/0,8744,4,2960.58,FD,0.31,0.064,1.4,0.26,1.1,2720.0,,,,CRB PP/V
8852,00/04-11-065-19W5/0,8744,4,2960.89,FD,0.27,0.064,1.2,0.15,1.1,2720.0,,,,CRB PP/V
8853,00/04-11-065-19W5/0,8744,4,2961.16,FD,0.25,0.067,2.0,0.33,1.6,2720.0,,,,CRB PP/V
8854,00/04-11-065-19W5/0,8744,4,2961.41,FD,0.21,0.045,2.3,0.01,0.36,2730.0,,,,CRB PP/VF
8855,00/04-11-065-19W5/0,8744,6,3007.52,DE,0.61,,,,,,,,,NOT ANALYSED - SHALE
8856,00/04-11-065-19W5/0,8744,6,2995.27,NR,11.8,,,,,,,,,NOT ANALYSED - MISSING
8857,00/04-11-065-19W5/0,8744,6,3007.07,SS,0.06,0.015,0.1,,,,0.0,0.534,,SS  F   SH
8858,00/04-11-065-19W5/0,8744,6,3007.13,SS,0.12,0.017,0.1,,,,0.0,0.354,,SS  F   ARGL
8859,00/04-11-065-19W5/0,8744,6,3007.25,SS,0.09,0.012,0.1,,,,0.0,0.334,,SS  M
8860,00/04-11-065-19W5/0,8744,6,3007.34,SS,0.09,0.018,0.1,,,,0.0,0.224,,SS  M
8861,00/04-11-065-19W5/0,8744,6,3007.43,SS,0.09,0.015,0.1,,,,0.0,0.266,,SS  M   SH
8862,00/04-11-065-19W5/0,8744,6,3008.13,SS,0.15,0.014,0.1,,,,0.0,0.429,,SS  F   ARGL
8863,00/04-11-065-19W5/0,8744,6,3008.28,SS,0.13,0.038,0.3,,,,0.0,0.318,,SS  F   SLT
8864,00/04-11-065-19W5/0,8744,6,3008.41,SS,0.12,0.029,0.1,,,,0.0,0.483,,SS  F   SLT
8865,00/04-11-065-19W5/0,8744,6,3008.53,SS,0.24,0.051,0.1,,,,0.157,0.157,,SS  F   SLT
8866,00/04-11-065-19W5/0,8744,6,3008.77,SS,0.28,0.046,0.1,,,,0.218,0.131,,SS  F   SLT
8867,00/04-11-065-19W5/0,8744,6,3009.05,SS,0.3,0.075,0.1,,,,0.173,0.36,,SS  F   SH
8868,00/04-11-065-19W5/0,8744,6,3009.35,SS,0.09,0.045,0.1,,,,0.112,0.556,,SS  F   SH
8869,00/04-11-065-19W5/0,8744,6,3009.44,SS,0.16,0.044,0.1,,,,0.0,0.657,,SS  F   SLT
8870,00/04-11-065-19W5/0,8744,6,3009.6,SS,0.15,0.039,0.1,,,,0.0,0.64,,SS  F   SLT
8871,00/04-11-065-19W5/0,8744,6,3009.75,SS,0.15,0.021,0.1,,,,0.0,0.477,,SS  F   SLT
8872,00/10-05-065-23W5/0,17019,1,1601.11,DE,1.07,,,,,,,,,NOT ANALYSED - DENSE
8873,00/10-05-065-23W5/0,17019,1,1602.91,DE,0.22,,,,,,,,,NOT ANALYSED - DENSE
8874,00/10-05-065-23W5/0,17019,1,1603.22,DE,0.33,,,,,,,,,NOT ANALYSED - DENSE
8875,00/10-05-065-23W5/0,17019,1,1603.77,DE,0.48,,,,,,,,,NOT ANALYSED - DENSE
8876,00/10-05-065-23W5/0,17019,1,1604.38,DE,0.51,,,,,,,,,NOT ANALYSED - DENSE
8877,00/10-05-065-23W5/0,17019,1,1606.24,DE,0.24,,,,,,,,,NOT ANALYSED - DENSE
8878,00/10-05-065-23W5/0,17019,1,1606.57,DE,0.21,,,,,,,,,NOT ANALYSED - DENSE
8879,00/10-05-065-23W5/0,17019,1,1606.97,DE,0.12,,,,,,,,,NOT ANALYSED - DENSE
8880,00/10-05-065-23W5/0,17019,1,1607.58,DE,0.54,,,,,,,,,NOT ANALYSED - DENSE
8881,00/10-05-065-23W5/0,17019,1,1608.67,DE,0.31,,,,,,,,,NOT ANALYSED - DENSE
8882,00/10-05-065-23W5/0,17019,1,1609.77,DE,0.18,,,,,,,,,NOT ANALYSED - DENSE
8883,00/10-05-065-23W5/0,17019,1,1610.26,DE,0.76,,,,,,,,,NOT ANALYSED - DENSE
8884,00/10-05-065-23W5/0,17019,1,1611.33,DE,0.24,,,,,,,,,NOT ANALYSED - DENSE
8885,00/10-05-065-23W5/0,17019,1,1612.09,DE,0.48,,,,,,,,,NOT ANALYSED - DENSE
8886,00/10-05-065-23W5/0,17019,1,1613.73,DE,0.25,,,,,,,,,NOT ANALYSED - DENSE
8887,00/10-05-065-23W5/0,17019,1,1614.07,DE,0.27,,,,,,,,,NOT ANALYSED - DENSE
8888,00/10-05-065-23W5/0,17019,1,1614.4,DE,0.28,,,,,,,,,NOT ANALYSED - DENSE
8889,00/10-05-065-23W5/0,17019,1,1614.77,DE,0.4,,,,,,,,,NOT ANALYSED - DENSE
8890,00/10-05-065-23W5/0,17019,1,1615.5,DE,0.03,,,,,,,,,NOT ANALYSED - DENSE
8891,00/10-05-065-23W5/0,17019,1,1615.65,DE,0.4,,,,,,,,,NOT ANALYSED - DENSE
8892,00/10-05-065-23W5/0,17019,1,1616.05,LC,0.3,,,,,,,,,LOST CORE
8893,00/10-05-065-23W5/0,17019,1,1602.18,SS,0.43,0.077,0.1,,,,,0.61,,SS  F   SLT SH
8894,00/10-05-065-23W5/0,17019,1,1602.61,SS,0.3,0.096,0.3,,,,,0.698,,SS  F   SLT SH
8895,00/10-05-065-23W5/0,17019,1,1603.13,SS,0.09,0.115,1.4,,,,,0.618,,SS  F
8896,00/10-05-065-23W5/0,17019,1,1603.55,SS,0.22,0.103,0.7,,,,,0.554,,SS  F   SLT SH
8897,00/10-05-065-23W5/0,17019,1,1604.25,SS,0.13,0.095,0.3,,,,,0.621,,SS  F   SLT
8898,00/10-05-065-23W5/0,17019,1,1604.89,SS,0.31,0.079,0.2,,,,,0.708,,SS  F   SLT SH
8899,00/10-05-065-23W5/0,17019,1,1605.2,SS,0.33,0.126,0.7,,,,,0.675,,SS  F   SLT SH
8900,00/10-05-065-23W5/0,17019,1,1605.53,SS,0.37,0.107,0.4,,,,,0.684,,SS  F   SLT SH
8901,00/10-05-065-23W5/0,17019,1,1605.9,SS,0.34,0.108,0.3,,,,,0.619,,SS  F   SLT SH
8902,00/10-05-065-23W5/0,17019,1,1606.48,SS,0.09,0.094,0.2,,,,,0.67,,SS  F   SLT SH
8903,00/10-05-065-23W5/0,17019,1,1606.78,SS,0.19,0.121,0.6,,,,,0.553,,SS  F   SLT SH
8904,00/10-05-065-23W5/0,17019,1,1607.09,SS,0.18,0.096,0.5,,,,,0.386,,SS  F   SLT SH
8905,00/10-05-065-23W5/0,17019,1,1607.27,SS,0.31,0.142,1.9,,,,,0.585,,SS  F   SLT SH
8906,00/10-05-065-23W5/0,17019,1,1608.12,SS,0.31,0.128,0.3,,,,,0.555,,SS  F   SLT SH
8907,00/10-05-065-23W5/0,17019,1,1608.43,SS,0.24,0.106,0.2,,,,,0.482,,SS  F   SLT SH
8908,00/10-05-065-23W5/0,17019,1,1608.98,SS,0.3,0.141,1.2,,,,,0.61,,SS  F   SLT SH
8909,00/10-05-065-23W5/0,17019,1,1609.28,SS,0.28,0.158,0.5,,,,,0.538,,SS  F   SLT SH
8910,00/10-05-065-23W5/0,17019,1,1609.56,SS,0.21,0.178,1.0,,,,,0.456,,SS  F   SLT SH
8911,00/10-05-065-23W5/0,17019,1,1609.95,SS,0.31,0.13,0.3,,,,,0.493,,SS  F   SLT SH
8912,00/10-05-065-23W5/0,17019,1,1611.02,SS,0.31,0.109,0.5,,,,,0.45,,SS  F   SLT SH
8913,00/10-05-065-23W5/0,17019,1,1611.57,SS,0.3,0.159,1.1,,,,,0.472,,SS  F   SLT SH
8914,00/10-05-065-23W5/0,17019,1,1611.87,SS,0.22,0.156,1.0,,,,,0.41,,SS  F   SLT SH
8915,00/10-05-065-23W5/0,17019,1,1612.57,SS,0.28,0.133,0.5,,,,,0.458,,SS  F   SLT SH
8916,00/10-05-065-23W5/0,17019,1,1612.85,SS,0.27,0.133,1.3,,,,,0.601,,SS  F   SLT SH
8917,00/10-05-065-23W5/0,17019,1,1613.12,SS,0.31,0.132,1.5,,,,,0.6,,SS  F   SLT SH
8918,00/10-05-065-23W5/0,17019,1,1613.43,SS,0.3,0.107,1.0,,,,,0.589,,SS  F   SLT SH
8919,00/10-05-065-23W5/0,17019,1,1613.98,SS,0.09,0.081,0.1,,,,,0.47,,SS  F   SLT SH
8920,00/10-05-065-23W5/0,17019,1,1614.34,SS,0.06,0.079,0.1,,,,,0.418,,SS  F   SLT SH
8921,00/10-05-065-23W5/0,17019,1,1614.68,SS,0.09,0.083,,,,,,0.567,,SS  F   SLT SH
8922,00/10-05-065-23W5/0,17019,1,1615.17,SS,0.33,0.126,1.4,,,,,0.341,,SS  F   SLT SH
8923,00/10-05-065-23W5/0,17019,1,1615.53,SS,0.12,0.088,0.1,,,,,0.534,,SS  F   SLT SH
8924,00/10-05-065-23W5/0,17018,2,3365.91,DE,8.59,,,,,,,,,NOT ANALYSED - DENSE
8925,00/10-05-065-23W5/0,17018,2,3374.5,DE,1.8,,,,,,,,,NOT ANALYSED - DENSE
8926,00/10-05-065-23W5/0,17018,2,3383.22,DE,0.97,,,,,,,,,NOT ANALYSED - DENSE
8927,00/10-05-065-23W5/0,17018,2,3376.3,FD,0.21,0.007,0.18,0.01,0.17,2740.0,,0.286,,CRB INTRSH
8928,00/10-05-065-23W5/0,17018,2,3382.55,FD,0.24,0.036,0.78,0.72,0.71,2740.0,,0.167,,CRB PP/V
8929,00/10-05-065-23W5/0,17018,2,3382.79,FD,0.43,0.036,3.7,2.1,3.7,2740.0,,0.222,,CRB PP/VF   SH
8930,00/10-05-065-23W5/0,17018,2,3382.21,FD,0.34,0.029,1.1,0.58,0.94,2750.0,,0.276,,CRB PP/VF
8931,00/10-05-065-23W5/0,17018,2,3376.51,FD,0.28,0.008,0.13,0.01,0.13,2760.0,,0.25,,CRB INTR
8932,00/10-05-065-23W5/0,17018,2,3380.63,FD,0.3,0.025,2.7,0.43,2.1,2760.0,,0.16,,CRB PP/VSH
8933,00/10-05-065-23W5/0,17018,2,3381.18,FD,0.15,0.026,0.69,0.15,0.44,2760.0,,0.153,,CRB PP/VSH
8934,00/10-05-065-23W5/0,17018,2,3378.22,FD,0.24,0.054,1.8,0.46,0.87,2770.0,,0.148,,CRB PP/VSH
8935,00/10-05-065-23W5/0,17018,2,3378.46,FD,0.25,0.049,3.0,0.32,1.2,2770.0,0.082,0.245,,CRB PP/VSH
8936,00/10-05-065-23W5/0,17018,2,3380.93,FD,0.25,0.025,0.77,0.23,0.72,2770.0,,0.4,,CRB PP/VSH
8937,00/10-05-065-23W5/0,17018,2,3381.33,FD,0.21,0.032,1.0,0.31,0.81,2770.0,,0.062,,CRB PP/VSH
8938,00/10-05-065-23W5/0,17018,2,3377.92,FD,0.3,0.031,1.3,0.01,1.2,2780.0,,0.13,,CRB S/V F   SH
8939,00/10-05-065-23W5/0,17018,2,3380.38,FD,0.25,0.031,0.58,0.13,0.45,2780.0,,0.197,,CRB PP/V
8940,00/10-05-065-23W5/0,17018,2,3381.82,FD,0.39,0.036,2.1,0.25,1.9,2780.0,,0.223,,CRB PP/VSH
8941,00/10-05-065-23W5/0,17018,2,3379.59,FD,0.31,0.055,2.0,0.33,1.6,2790.0,0.145,0.218,,CRB PP/V
8942,00/10-05-065-23W5/0,17018,2,3379.9,FD,0.18,0.051,0.7,0.2,0.55,2790.0,0.078,0.55,,CRB PP/VSH
8943,00/10-05-065-23W5/0,17018,2,3380.08,FD,0.3,0.04,0.6,0.06,0.52,2790.0,,0.25,,CRB PP/VSH
8944,00/10-05-065-23W5/0,17018,2,3381.54,FD,0.28,0.058,1.5,1.4,1.5,2790.0,,0.103,,CRB PP/VF   SH
8945,00/10-05-065-23W5/0,17018,2,3379.1,FD,0.31,0.051,0.5,0.07,0.49,2800.0,0.157,0.352,,CRB PP/V
8946,00/10-05-065-23W5/0,17018,2,3378.92,FD,0.18,0.054,1.1,0.33,0.94,2820.0,0.148,0.26,,CRB P/S SH
8947,00/10-05-065-23W5/0,17018,2,3378.71,FD,0.21,0.057,2.8,0.51,0.58,2830.0,0.14,0.245,,CRB PP/VF
