,Formatted UWI,Gas Anal Doc Source,Gas Analysis Quality,Gas Sample Date,Gas Sample Point,Intrvl Base,Intrvl Top,Reserv Fluid Crit Pressure,Reserv Fluid Crit Temp,Reserv Gas Rel Dens,Sep Gas Liq Ratio,Sep Liq Molar Mass,Sep Liq Rel Dens
350,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,11/9/1991 00:00:00,Gas/Liquid Other,2956.9,2921.2,4612.0,244.0,0.837,,130.7,0.759
351,00/07-22-064-19W5/0,Other,Unknown,2/17/1992 00:00:00,Reservoir Fluid Other,2956.9,2921.2,4619.0,243.1,0.831,,,
352,00/10-34-064-19W5/0,AOFP/Pressure File,Unknown,1/18/1992 00:00:00,Reservoir Fluid Other,2938.0,2905.0,4625.0,237.7,0.804,,,
353,00/10-34-064-19W5/0,Fluid Analyses Microfiche,Unknown,11/16/1960 00:00:00,Wellhead,1407.87,1401.78,4587.07,203.3,0.629,,,
354,00/10-34-064-19W5/0,Fluid Analyses Microfiche,Unknown,12/27/1967 00:00:00,Pressure Tank,1401.47,1393.55,4598.51,199.9,0.607,,,
355,00/10-34-064-19W5/0,Fluid Analyses Microfiche,Unknown,9/3/1970 00:00:00,Meter Run,1401.47,1393.55,4598.45,200.7,0.614,,,
356,00/10-34-064-19W5/0,Fluid Analyses Microfiche,Unknown,7/22/1971 00:00:00,Other,1399.03,1391.41,4598.13,201.6,0.62,,,
357,00/10-34-064-19W5/0,Unknown,Unknown,7/30/1966 00:00:00,Wellhead,1401.5,1393.5,4600.0,200.4,0.609,,,
358,00/12-35-064-19W5/0,Fluid Analyses Microfiche,Unknown,1/8/1991 00:00:00,Other,2925.5,2901.1,4621.08,242.8,0.832,,,
359,00/12-35-064-19W5/0,Fluid Analyses Microfiche,Unknown,4/5/1991 00:00:00,Other,2925.5,2901.1,4616.78,246.4,0.848,,,
360,00/12-35-064-19W5/0,Fluid Analyses Microfiche,Unknown,11/18/1991 00:00:00,Other,2925.5,2901.1,4647.57,237.3,0.793,,,
361,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Poor,1/16/1974 00:00:00,Drill Stem Test,2216.5,2194.5,7239.0,299.7,1.074,,,
362,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,1/14/1974 00:00:00,Drill Stem Test,2752.34,2718.82,4526.9,214.2,0.727,,,
363,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,1/14/1974 00:00:00,Drill Stem Test,2752.34,2718.82,4650.79,210.5,0.68,,,
364,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,1/16/1974 00:00:00,Drill Stem Test,2216.51,2194.56,4590.07,190.4,0.563,,,
365,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,1/16/1974 00:00:00,Drill Stem Test,2216.51,2194.56,7238.77,299.8,1.074,,,
366,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,1/18/1974 00:00:00,Other,1832.46,1817.83,3859.89,162.0,0.911,,,
367,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,1/18/1974 00:00:00,Other,1832.46,1817.83,4623.58,201.9,0.62,,,
368,00/07-10-058-13W5/0,Fluid Analyses Microfiche,Unknown,2/4/1974 00:00:00,Drill Stem Test,1496.57,1490.47,4548.13,195.7,0.614,,,
369,00/07-30-050-22W4/0,Fluid Analyses Microfiche,Unknown,10/17/1960 00:00:00,Other,1188.42,1171.96,4599.96,197.5,0.612,,,
370,00/07-30-050-22W4/0,Fluid Analyses Microfiche,Unknown,10/18/1960 00:00:00,Other,1204.57,1196.34,4711.45,199.2,0.627,,,
371,00/07-30-050-22W4/0,Fluid Analyses Microfiche,Unknown,10/20/1960 00:00:00,Other,1213.41,1204.87,4679.89,197.2,0.616,,,
372,00/07-30-050-22W4/0,Fluid Analyses Microfiche,Unknown,10/23/1960 00:00:00,Other,1227.12,1222.25,4668.17,195.7,0.61,,,
373,00/07-30-050-22W4/0,Fluid Analyses Microfiche,Unknown,10/28/1960 00:00:00,Other,1351.79,1333.5,4640.39,222.0,0.783,,,
374,00/07-30-050-22W4/0,Fluid Analyses Microfiche,Unknown,10/30/1960 00:00:00,Drill Stem Test,1354.84,1351.18,4532.48,241.2,0.932,,,
375,00/07-30-050-22W4/0,Unknown,Unknown,11/2/1960 00:00:00,Drill Stem Test,1351.8,1333.5,4639.0,222.1,0.782,,,
376,00/03-32-060-15W5/0,Fluid Analyses Microfiche,Unknown,1/18/1971 00:00:00,Reservoir Fluid Other,2646.3,2594.5,5042.0,213.4,0.689,,,
377,00/03-32-060-15W5/0,Fluid Analyses Microfiche,Unknown,1/29/1971 00:00:00,Reservoir Fluid Other,2610.3,2602.4,5040.0,212.1,0.684,,,
378,00/10-16-064-19W5/0,AOFP/Pressure File,Unknown,5/19/1991 00:00:00,Reservoir Fluid Other,2999.2,2966.6,4631.0,235.2,0.796,,,
379,00/10-16-064-19W5/0,AOFP/Pressure File,Unknown,1/18/1992 00:00:00,Gas/Liquid Other,2999.2,2966.6,4632.0,236.2,0.802,,129.5,0.831
380,00/10-16-064-19W5/0,Fluid Analyses Microfiche,Unknown,10/2/1958 00:00:00,Other,2999.23,2966.62,4599.32,239.1,0.832,,,
381,00/10-16-064-19W5/0,Fluid Analyses Microfiche,Unknown,12/13/1989 00:00:00,Gas/Liquid Other,2999.2,2966.6,4597.0,250.3,0.882,,92.8,0.669
382,00/10-16-064-19W5/0,Fluid Analyses Microfiche,Unknown,6/17/1990 00:00:00,Reservoir Fluid Other,2999.2,2966.6,4602.0,247.7,0.867,,,
383,00/10-16-064-19W5/0,Fluid Analyses Microfiche,Unknown,8/11/1990 00:00:00,Other,2999.2,2966.6,4604.6,246.3,0.861,,,
384,00/10-16-064-19W5/0,Fluid Analyses Microfiche,Unknown,2/17/1991 00:00:00,Gas/Liquid Other,2999.2,2966.6,4606.0,246.5,0.854,,142.5,0.777
385,00/12-09-064-19W5/0,Electronic,Unknown,3/15/2001 00:00:00,Reservoir Fluid Other,3023.6,2977.9,4615.0,233.5,0.799,,,
386,00/12-09-064-19W5/0,Electronic,Unknown,6/5/2006 00:00:00,Meter Run,3023.6,2988.3,4615.97,233.3,0.799,,,
387,00/12-09-064-19W5/0,Electronic,Unknown,10/19/2007 00:00:00,Meter Run,3023.6,2988.3,4619.39,236.3,0.815,,,
388,00/12-09-064-19W5/0,Electronic,Unknown,10/19/2007 00:00:00,Meter Run,3023.6,2988.3,4628.52,231.4,0.786,,,
389,00/12-09-064-19W5/0,Electronic,Unknown,4/11/2010 00:00:00,Meter Run,3023.6,2988.3,4628.47,231.1,0.784,,,
390,00/12-09-064-19W5/0,Electronic,Unknown,7/22/2010 00:00:00,First Stage Separator,3023.6,2988.3,4609.99,234.0,0.805,,,
391,00/12-09-064-19W5/0,Electronic,Unknown,10/7/2011 00:00:00,Second Stage Separator,3023.6,2988.3,4617.89,234.6,0.802,,,
392,00/12-09-064-19W5/0,Electronic,Unknown,10/26/2012 00:00:00,First Stage Separator,3023.6,2977.9,4613.39,232.2,0.795,,,
393,00/12-09-064-19W5/0,Electronic,Unknown,10/23/2015 00:00:00,Wellhead,3023.6,2977.9,4593.64,234.7,0.813,,,
394,00/12-09-064-19W5/0,Electronic,Unknown,10/25/2017 00:00:00,First Stage Separator,3023.6,2988.3,4633.09,233.3,0.794,,,
395,00/12-09-064-19W5/0,Fluid Analyses Microfiche,Unknown,9/20/1959 00:00:00,Wellhead,1493.52,1477.67,4595.76,204.6,0.635,,,
396,00/10-36-059-13W5/0,Electronic,Unknown,8/10/2017 00:00:00,Other,1656.9,1652.9,4601.06,217.7,0.712,,,
397,00/10-36-059-13W5/0,Fluid Analyses Microfiche,Unknown,2/3/1973 00:00:00,Other,1655.67,1639.82,4574.6,220.0,0.735,,,
398,00/10-36-059-13W5/0,Fluid Analyses Microfiche,Unknown,2/8/1973 00:00:00,Reservoir Fluid Other,1656.8,1644.7,4574.0,219.9,0.735,,,
399,00/10-36-059-13W5/0,Fluid Analyses Microfiche,Unknown,9/9/1979 00:00:00,Meter Run,1656.89,1653.84,4608.35,214.0,0.686,,,
400,00/10-36-059-13W5/0,Fluid Analyses Microfiche,Unknown,11/26/1982 00:00:00,Other,1656.9,1653.5,4621.47,207.5,0.65,,,
401,00/10-36-059-13W5/0,Fluid Analyses Microfiche,Unknown,9/23/1992 00:00:00,Other,1656.9,1652.8,4615.6,212.0,0.674,,,
402,00/10-36-059-13W5/0,Other,Unknown,9/23/1992 00:00:00,Wellhead,1656.8,1644.7,4628.0,211.1,0.673,,,
403,00/10-17-064-19W5/0,Electronic,Unknown,3/12/2001 00:00:00,Reservoir Fluid Other,3047.1,3005.6,4631.0,223.3,0.742,,,
404,00/10-17-064-19W5/0,Electronic,Unknown,4/5/2003 00:00:00,Reservoir Fluid Other,3047.1,3005.6,4628.0,222.5,0.739,,,
405,00/10-17-064-19W5/0,Electronic,Unknown,2/25/2005 00:00:00,Other,3023.0,3005.6,4624.9,224.8,0.75,,,
406,00/10-17-064-19W5/0,Electronic,Unknown,6/29/2006 00:00:00,Other,1490.5,1485.9,4604.96,228.9,0.791,,,
407,00/10-17-064-19W5/0,Electronic,Unknown,6/29/2006 00:00:00,Other,1490.5,1485.9,4621.45,225.7,0.758,,,
408,00/10-17-064-19W5/0,Electronic,Unknown,4/15/2011 00:00:00,Meter Run,3047.1,3005.6,4641.93,226.4,0.763,,,
409,00/10-17-064-19W5/0,Electronic,Unknown,4/20/2018 00:00:00,First Stage Separator,3047.1,3005.6,4621.5,227.9,0.775,,,
410,00/10-17-064-19W5/0,Fluid Analyses Microfiche,Unknown,8/28/1958 00:00:00,Other,1502.66,1481.33,4575.14,198.3,0.621,,,
411,00/10-17-064-19W5/0,Fluid Analyses Microfiche,Unknown,12/27/1966 00:00:00,Wellhead,1490.47,1485.9,4587.29,201.1,0.622,,,
412,00/10-17-064-19W5/0,Fluid Analyses Microfiche,Unknown,9/3/1970 00:00:00,Meter Run,1490.47,1485.9,4603.94,201.4,0.614,,,
413,00/10-17-064-19W5/0,Fluid Analyses Microfiche,Unknown,9/15/1980 00:00:00,Wellhead,1490.47,1485.9,4588.01,202.0,0.627,,,
414,00/12-22-063-19W5/0,Fluid Analyses Microfiche,Unknown,10/19/1959 00:00:00,Drill Stem Test,1818.74,1803.5,4612.62,207.2,0.663,,,
415,00/10-18-063-19W5/0,AOFP/Pressure File,Unknown,10/15/1994 00:00:00,Recombination (EUB Calculated),1862.9,1837.5,4634.0,210.6,0.677,27105.0,103.4,0.691
416,00/10-18-063-19W5/0,Electronic,Unknown,9/29/2007 00:00:00,Meter Run,1862.3,1845.6,4639.52,208.0,0.655,,,
417,00/10-18-063-19W5/0,Electronic,Unknown,10/29/2007 00:00:00,Other,1589.0,1584.5,4600.38,204.7,0.64,,,
418,00/10-18-063-19W5/0,Electronic,Unknown,10/29/2007 00:00:00,Other,1589.0,1584.5,4615.4,205.3,0.642,,,
419,00/10-18-063-19W5/0,Electronic,Unknown,10/29/2007 00:00:00,Other,1589.0,1584.5,4618.07,204.3,0.633,,,
420,00/10-18-063-19W5/0,Electronic,Unknown,1/16/2009 00:00:00,Meter Run,1589.0,1584.5,4595.53,205.0,0.638,,,
421,00/10-18-063-19W5/0,Fluid Analyses Microfiche,Unknown,1/24/1963 00:00:00,Other,1591.06,1584.96,4561.53,205.8,0.653,,,
422,00/05-05-064-18W5/0,Electronic,Unknown,10/25/2000 00:00:00,Reservoir Fluid Other,1758.0,1750.0,4631.0,206.7,0.649,,,
423,00/05-05-064-18W5/0,Electronic,Unknown,1/12/2006 00:00:00,Meter Run,1758.0,1750.0,4634.14,207.3,0.652,,,
424,00/05-05-064-18W5/0,Electronic,Unknown,2/21/2007 00:00:00,Meter Run,1758.0,1750.0,4650.33,205.9,0.638,,,
425,00/05-05-064-18W5/0,Electronic,Unknown,2/21/2008 00:00:00,Meter Run,1758.0,1750.0,4637.85,207.0,0.649,,,
426,00/05-05-064-18W5/0,Electronic,Unknown,1/10/2011 00:00:00,Meter Run,1758.0,1750.0,4643.25,205.6,0.639,,,
427,00/05-05-064-18W5/0,Fluid Analyses Microfiche,Unknown,7/11/1957 00:00:00,Other,1487.42,1476.76,4578.61,198.3,0.614,,,
428,00/05-05-064-18W5/0,Fluid Analyses Microfiche,Unknown,7/27/1957 00:00:00,Drill Stem Test,1763.27,1749.55,4598.49,204.7,0.652,,,
429,00/07-33-063-19W5/0,AOFP/Pressure File,Good,9/24/1990 00:00:00,Gas/Liquid Other,3029.1,3004.7,4626.0,235.6,0.789,,127.9,0.756
430,00/07-33-063-19W5/0,Fluid Analyses Microfiche,Unknown,11/3/1957 00:00:00,Other,3029.1,3004.72,4642.37,238.2,0.815,,,
431,00/07-33-063-19W5/0,Fluid Analyses Microfiche,Unknown,7/19/1990 00:00:00,Other,3029.1,3004.7,4632.57,224.4,0.739,,,
432,00/07-33-063-19W5/0,Other,Unknown,1/27/1992 00:00:00,Reservoir Fluid Other,3029.1,3004.7,4621.0,225.2,0.742,,,
433,00/07-33-063-19W5/0,Other,Unknown,9/27/1992 00:00:00,Reservoir Fluid Other,3029.1,3004.7,4621.0,225.2,0.742,,,
434,00/04-11-065-19W5/0,Electronic,Unknown,3/25/2003 00:00:00,Reservoir Fluid Other,2963.9,2953.5,4605.0,234.6,0.806,,,
435,00/04-11-065-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,First Stage Separator,2963.9,2939.8,4594.92,239.4,0.838,,,
436,00/04-11-065-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,First Stage Separator,2963.9,2939.8,4607.53,238.1,0.823,,,
437,00/04-11-065-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,First Stage Separator,2963.9,2939.8,4615.26,236.0,0.807,,,
438,00/04-11-065-19W5/0,Electronic,Unknown,4/20/2010 00:00:00,Meter Run,2963.9,2939.8,4559.26,244.7,0.877,,,
439,00/04-11-065-19W5/0,Electronic,Unknown,8/18/2017 00:00:00,First Stage Separator,2963.4,2939.8,4616.2,237.4,0.817,,,
440,00/04-11-065-19W5/0,Fluid Analyses Microfiche,Unknown,8/15/1960 00:00:00,Other,1705.97,1693.47,4641.72,205.0,0.64,,,
441,00/04-11-065-19W5/0,Fluid Analyses Microfiche,Unknown,10/12/1960 00:00:00,First Stage Separator,2963.88,2939.8,4639.46,230.0,0.775,,,
442,00/04-11-065-19W5/0,Fluid Analyses Microfiche,Unknown,1/16/1991 00:00:00,Other,2963.9,2939.8,4596.28,232.3,0.791,,,
443,00/04-11-065-19W5/0,Fluid Analyses Microfiche,Unknown,4/7/1991 00:00:00,Gas/Liquid Other,2963.9,2939.8,4590.0,241.2,0.839,,137.4,0.771
444,00/04-11-065-19W5/0,Fluid Analyses Microfiche,Unknown,12/2/1991 00:00:00,Other,2963.9,2939.8,4596.16,237.5,0.815,,,
445,00/04-11-065-19W5/0,Other,Unknown,2/20/1992 00:00:00,Reservoir Fluid Other,2963.9,2939.8,4638.0,231.3,0.765,,,
446,00/04-11-065-19W5/0,Unknown,Unknown,11/12/1960 00:00:00,First Stage Separator,2963.9,2939.8,4638.0,229.9,0.773,,,
447,00/10-25-066-20W5/0,Fluid Analyses Microfiche,Unknown,2/27/1973 00:00:00,Drill Stem Test,1621.54,1615.44,4305.81,177.7,0.676,,,
448,00/13-08-063-20W5/0,Fluid Analyses Microfiche,Unknown,1/7/1977 00:00:00,Drill Stem Test,3247.3,3203.4,4877.0,216.4,0.718,,,
449,00/11-28-068-19W5/0,Fluid Analyses Microfiche,Unknown,12/23/1973 00:00:00,Drill Stem Test,2819.4,2790.44,4405.26,264.8,1.033,,,
450,00/02-27-063-19W5/0,AOFP/Pressure File,Unknown,5/20/1991 00:00:00,Reservoir Fluid Other,3058.0,3009.0,4611.0,243.4,0.836,,,
451,00/02-27-063-19W5/0,Fluid Analyses Microfiche,Unknown,2/14/1990 00:00:00,Other,3048.9,3009.0,4571.02,250.5,0.886,,,
452,00/02-27-063-19W5/0,Fluid Analyses Microfiche,Unknown,2/17/1990 00:00:00,Meter Run,3058.0,3009.0,4615.44,242.7,0.826,,,
453,00/02-27-063-19W5/0,Fluid Analyses Microfiche,Unknown,8/17/1990 00:00:00,Other,3059.0,3009.0,4623.34,243.1,0.827,,,
454,00/02-27-063-19W5/0,Fluid Analyses Microfiche,Unknown,11/20/1990 00:00:00,Meter Run,3058.0,3009.0,4610.49,244.4,0.838,,,
455,00/02-27-063-19W5/0,Fluid Analyses Microfiche,Unknown,2/24/1991 00:00:00,Other,3058.0,3009.0,4597.24,244.5,0.843,,,
456,00/02-27-063-19W5/0,Other,Unknown,1/24/1992 00:00:00,Reservoir Fluid Other,3058.0,3009.0,4626.0,240.5,0.812,,,
457,00/05-31-065-06W5/0,Fluid Analyses Microfiche,Unknown,8/14/1957 00:00:00,Other,2172.31,2160.42,4527.02,205.8,0.688,,,
458,00/05-31-065-06W5/0,Fluid Analyses Microfiche,Unknown,8/21/1957 00:00:00,Other,2167.13,2164.08,4532.17,201.6,0.657,,,
459,00/02-18-063-18W5/0,Electronic,Unknown,6/27/2006 00:00:00,Meter Run,1569.1,1537.4,4598.39,200.8,0.618,,,
460,00/02-18-063-18W5/0,Electronic,Unknown,6/27/2006 00:00:00,Meter Run,1569.1,1537.4,4598.59,201.4,0.621,,,
461,00/02-18-063-18W5/0,Electronic,Unknown,6/27/2006 00:00:00,Meter Run,1569.1,1537.4,4599.33,200.2,0.613,,,
462,00/02-18-063-18W5/0,Fluid Analyses Microfiche,Unknown,10/26/1959 00:00:00,Other,1543.51,922.02,4575.01,199.8,0.617,,,
463,00/02-18-063-18W5/0,Fluid Analyses Microfiche,Unknown,10/30/1959 00:00:00,Drill Stem Test,1791.31,1766.93,4584.3,212.5,0.688,,,
464,00/02-18-063-18W5/0,Fluid Analyses Microfiche,Unknown,11/23/1959 00:00:00,Wellhead,2558.8,2538.98,5605.76,257.7,0.873,,,
465,00/02-18-063-18W5/0,Fluid Analyses Microfiche,Unknown,6/28/1987 00:00:00,Meter Run,1569.1,1537.4,4602.91,200.9,0.613,,,
466,00/10-01-065-18W5/0,Electronic,Unknown,5/3/2001 00:00:00,Reservoir Fluid Other,2248.0,2227.1,4592.0,197.4,0.606,,,
467,00/10-01-065-18W5/0,Electronic,Unknown,2/26/2004 00:00:00,Reservoir Fluid Other,1391.1,1385.0,4593.0,197.4,0.608,,,
468,00/10-01-065-18W5/0,Electronic,Unknown,8/19/2004 00:00:00,Meter Run,1391.1,1385.0,4588.2,197.2,0.61,,,
469,00/10-01-065-18W5/0,Electronic,Unknown,7/25/2005 00:00:00,Meter Run,1391.1,1385.0,4595.97,197.3,0.607,,,
470,00/10-01-065-18W5/0,Fluid Analyses Microfiche,Unknown,1/5/1961 00:00:00,Other,1397.51,1386.84,4574.06,196.7,0.611,,,
471,00/10-01-065-18W5/0,Fluid Analyses Microfiche,Unknown,1/10/1972 00:00:00,Other,1391.11,1387.45,4583.16,197.9,0.609,,,
472,00/10-01-065-18W5/0,Unknown,Unknown,12/25/1960 00:00:00,Drill Stem Test,1644.4,1635.3,4636.0,206.6,0.642,,,
473,00/10-01-065-18W5/0,Unknown,Unknown,12/27/1960 00:00:00,Drill Stem Test,1660.0,1649.0,4612.0,211.1,0.672,,,
474,00/10-07-060-17W5/0,Fluid Analyses Microfiche,Fair,1/22/1976 00:00:00,Drill Stem Test,2622.5,2592.3,4974.0,201.8,0.767,,,
475,00/10-07-060-17W5/0,Fluid Analyses Microfiche,Unknown,1/17/1976 00:00:00,Drill Stem Test,2622.5,2592.32,4975.26,202.0,0.767,,,
476,00/10-07-060-17W5/0,Fluid Analyses Microfiche,Unknown,10/16/1995 00:00:00,Wellhead,1936.0,1929.0,4624.0,212.4,0.676,,,
477,00/10-16-064-22W5/0,AOFP/Pressure File,Unknown,10/30/1986 00:00:00,Reservoir Fluid Other,2056.4,2053.4,4637.0,215.2,0.697,,,
478,00/10-16-064-22W5/0,Electronic,Unknown,3/16/2000 00:00:00,Reservoir Fluid Other,2057.4,2053.4,4646.0,214.4,0.69,,,
479,00/10-16-064-22W5/0,Electronic,Unknown,12/28/2005 00:00:00,First Stage Separator,2056.0,2052.5,4638.06,218.4,0.715,,,
480,00/10-16-064-22W5/0,Electronic,Unknown,1/25/2007 00:00:00,Pressure Tank,2056.0,2052.5,4640.5,216.9,0.707,,,
481,00/10-16-064-22W5/0,Electronic,Unknown,4/6/2009 00:00:00,Pressure Tank,2056.0,2052.0,4636.43,218.1,0.715,,101.0,0.702
482,00/10-16-064-22W5/0,Fluid Analyses Microfiche,Unknown,10/30/1986 00:00:00,Other,626.79,625.88,4637.31,215.3,0.698,,,
483,00/10-16-064-22W5/0,Unknown,Unknown,1/16/1979 00:00:00,Reservoir Fluid Other,2057.4,2053.4,4641.0,216.8,0.708,,,
484,00/06-23-063-18W5/0,Fluid Analyses Microfiche,Unknown,2/25/1971 00:00:00,Drill Stem Test,2965.4,2947.42,4546.89,228.5,0.774,,,
485,00/10-25-063-18W5/0,Electronic,Unknown,6/27/2006 00:00:00,Meter Run,1480.7,1477.4,4562.55,200.4,0.643,,,
486,00/10-25-063-18W5/0,Electronic,Unknown,6/27/2006 00:00:00,Meter Run,1480.7,1477.4,4571.48,206.5,0.66,,,
487,00/10-25-063-18W5/0,Fluid Analyses Microfiche,Unknown,2/10/1963 00:00:00,Drill Stem Test,1736.75,1719.99,4587.56,206.2,0.646,,,
488,00/10-25-063-18W5/0,Fluid Analyses Microfiche,Unknown,2/12/1963 00:00:00,Drill Stem Test,1759.92,1756.26,4608.09,207.4,0.652,,,
489,00/10-25-063-18W5/0,Fluid Analyses Microfiche,Unknown,3/21/1980 00:00:00,Meter Run,1480.7,1477.4,4599.78,212.3,0.678,,,
490,00/10-25-063-18W5/0,Fluid Analyses Microfiche,Unknown,4/5/1980 00:00:00,Other,1480.7,1477.4,4583.28,207.1,0.646,,,
491,00/06-03-051-07W5/0,Fluid Analyses Microfiche,Poor,6/14/1978 00:00:00,Drill Stem Test,2271.7,2262.2,5738.0,239.2,0.789,,,
492,00/06-03-051-07W5/0,Fluid Analyses Microfiche,Unknown,6/1/1978 00:00:00,Other,1804.42,1783.69,4570.03,218.6,0.728,,,
493,00/02-14-064-18W5/0,Electronic,Poor,1/24/2002 00:00:00,,2303.5,2301.5,6463.0,266.0,0.842,,,
494,00/02-14-064-18W5/0,Electronic,Unknown,2/27/2000 00:00:00,Gas/Liquid Other,2958.4,2953.5,4601.0,225.3,0.747,,133.0,0.762
495,00/02-14-064-18W5/0,Electronic,Unknown,10/25/2000 00:00:00,Reservoir Fluid Other,1821.5,1813.5,4610.0,219.0,0.714,,,
496,00/02-14-064-18W5/0,Electronic,Unknown,6/27/2003 00:00:00,First Stage Separator,820.4,816.6,4642.0,248.8,0.88,,,
497,00/02-14-064-18W5/0,Fluid Analyses Microfiche,Unknown,3/1/1964 00:00:00,Drill Stem Test,2962.66,2950.46,4611.21,219.4,0.716,,,
498,00/10-29-059-18W5/0,Electronic,Unknown,1/24/2007 00:00:00,Other,3189.4,3167.5,4622.14,207.3,0.649,,,
499,00/10-29-059-18W5/0,Electronic,Unknown,2/19/2008 00:00:00,Meter Run,3189.4,3167.5,5569.14,255.9,0.858,,,
500,00/10-29-059-18W5/0,Electronic,Unknown,12/4/2008 00:00:00,Meter Run,3189.4,3167.5,5337.05,244.1,0.81,,,
501,00/10-29-059-18W5/0,Electronic,Unknown,6/11/2009 00:00:00,Other,3189.4,3167.5,5518.42,253.3,0.846,,86.3,0.714
502,00/10-29-059-18W5/0,Electronic,Unknown,7/20/2010 00:00:00,Meter Run,3189.4,3167.5,5489.66,247.2,0.818,,86.6,0.715
503,00/10-29-059-18W5/0,Electronic,Unknown,5/11/2012 00:00:00,Meter Run,3189.4,3167.5,4623.25,242.8,0.949,,,
504,00/10-29-059-18W5/0,Fluid Analyses Microfiche,Poor,9/3/1970 00:00:00,,3189.4,3167.5,5958.0,319.7,1.214,,,
505,00/10-29-059-18W5/0,Fluid Analyses Microfiche,Unknown,9/3/1970 00:00:00,First Stage Separator,3189.4,3167.5,5424.0,251.7,0.847,,,
506,00/10-29-059-18W5/0,Fluid Analyses Microfiche,Unknown,9/3/1970 00:00:00,First Stage Separator,3189.43,3167.48,5415.52,252.9,0.86,,,
507,00/10-29-059-18W5/0,Fluid Analyses Microfiche,Unknown,9/3/1970 00:00:00,Other,3189.43,3167.48,5631.62,388.9,1.715,,,
508,00/10-29-059-18W5/0,Fluid Analyses Microfiche,Unknown,9/3/1970 00:00:00,Second Stage Separator,3189.43,3167.48,5956.91,319.8,1.212,,,
509,00/10-29-059-18W5/0,Unknown,Unknown,9/3/1970 00:00:00,Recombination (Submitted),3189.4,3167.5,5304.0,276.6,1.058,,,
510,00/12-25-069-19W5/0,Fluid Analyses Microfiche,Unknown,3/8/1973 00:00:00,Drill Stem Test,1546.7,1527.0,4594.0,205.3,0.634,,,
511,00/06-10-061-17W5/0,Fluid Analyses Microfiche,Poor,11/17/1977 00:00:00,Drill Stem Test,3017.2,3010.5,8066.0,333.0,1.166,,,
512,00/11-32-056-13W5/0,Fluid Analyses Microfiche,Unknown,11/21/1977 00:00:00,Other,3013.86,2998.01,4607.26,198.4,0.618,,,
513,00/11-32-056-13W5/0,Fluid Analyses Microfiche,Unknown,11/21/1977 00:00:00,Other,3013.86,2998.01,4608.19,198.2,0.616,,,
514,00/11-32-056-13W5/0,Fluid Analyses Microfiche,Unknown,12/17/1977 00:00:00,First Stage Separator,3007.2,3005.3,4633.0,199.5,0.627,,,
515,00/11-32-056-13W5/0,Fluid Analyses Microfiche,Unknown,12/17/1977 00:00:00,Gas/Liquid Other,3007.2,3005.3,4660.0,200.7,0.633,,122.0,0.799
516,00/10-18-063-21W5/0,Electronic,Unknown,3/2/2001 00:00:00,First Stage Separator,2043.37,2039.11,4640.0,211.9,0.677,,,
517,00/10-18-063-21W5/0,Electronic,Unknown,2/13/2008 00:00:00,Wellhead,2053.0,2039.1,4653.04,207.8,0.651,,,
518,00/10-18-063-21W5/0,Fluid Analyses Microfiche,Unknown,9/27/1975 00:00:00,Other,2057.4,2039.11,4626.16,206.4,0.641,,,
519,00/11-27-062-20W5/0,AOFP/Pressure File,Unknown,5/7/1987 00:00:00,Recombination (Submitted),1963.5,1953.8,4678.0,209.4,0.66,,,
520,00/11-27-062-20W5/0,Fluid Analyses Microfiche,Poor,7/23/1961 00:00:00,,3185.5,3182.4,5905.0,303.7,1.1,,,
521,00/11-27-062-20W5/0,Fluid Analyses Microfiche,Unknown,8/10/1961 00:00:00,Drill Stem Test,1978.15,1958.34,4634.22,204.9,0.635,,,
522,00/11-27-062-20W5/0,Fluid Analyses Microfiche,Unknown,8/30/1961 00:00:00,Drill Stem Test,2164.08,2127.5,4625.25,209.2,0.69,,,
523,00/11-27-062-20W5/0,Fluid Analyses Microfiche,Unknown,9/10/1961 00:00:00,Drill Stem Test,3187.6,3172.36,5504.73,324.9,1.355,,,
524,00/11-27-062-20W5/0,Unknown,Poor,10/6/1967 00:00:00,,3185.5,3182.4,5959.0,315.7,1.176,,,
525,00/11-27-062-20W5/0,Unknown,Unknown,9/13/1961 00:00:00,Drill Stem Test,3195.5,3188.2,5208.0,253.5,0.919,,,
526,00/11-27-062-20W5/0,Unknown,Unknown,9/13/1961 00:00:00,Drill Stem Test,3195.5,3188.2,5381.0,260.1,0.91,,,
527,00/11-27-062-20W5/0,Unknown,Unknown,10/4/1967 00:00:00,Recombination (EUB Calculated),3185.5,3182.4,5370.0,249.7,0.846,3800000.0,61.7,0.631
