,01.Well Identifier,02.Well Core Analysis Number,03.Well Core No,04.Core Interval Top,05.Core Interval Base,06.Core Recovered
794,00/10-19-058-18W5/0,21594,2,3432.66,3438.14,5.48
795,00/10-19-058-18W5/0,21594,3,3438.14,3441.5,3.36
796,00/10-19-058-18W5/0,21594,4,3441.5,3448.81,7.31
797,00/10-19-058-18W5/0,21594,5,3448.81,3460.09,11.28
798,00/06-09-059-18W5/0,20900,1,3392.42,3410.71,18.29
799,00/06-09-059-18W5/0,20900,2,3410.71,3429.0,18.29
800,00/06-09-059-18W5/0,20900,3,3429.0,3447.29,18.29
801,00/02-32-064-14W5/0,53232,1,2852.32,2869.39,15.8
802,00/02-32-064-14W5/0,53232,2,2869.39,2904.74,27.1
803,00/02-32-064-14W5/0,53252,1,2852.32,2869.39,15.8
804,00/02-32-064-14W5/0,53252,2,2869.39,2904.74,27.1
805,00/06-28-047-14W5/0,55979,3,3066.9,3080.61,0.0
806,00/06-28-047-14W5/0,55979,5,4104.44,4121.81,0.0
807,00/15-10-049-19W5/0,22940,1,4472.03,4476.29,4.26
808,00/15-10-049-19W5/0,22940,2,4476.29,4491.53,15.24
809,00/08-09-039-09W5/0,19157,1,2491.74,2509.72,17.98
810,00/08-09-039-09W5/0,19157,2,2523.74,2533.19,9.45
811,00/10-13-043-15W5/0,21973,2,2880.36,2898.65,18.29
812,02/06-15-047-16W5/0,1747,3,3462.53,3480.21,17.68
813,00/01-24-045-16W5/0,25050,1,2770.33,2788.62,18.29
814,00/10-11-057-18W5/0,26039,1,3744.47,3762.15,17.68
