,01.Well Identifier,02.Formation,03.Formation Depth,04.Description,04.Quality1
6215,00/10-08-066-20W5/0,7560 SWAN HILLS MBR,2994.7,Top of Unit,Good Log
6216,00/10-08-066-20W5/0,7645 WATT MTN FM,3026.1,Top of Unit,Good Log
6217,00/10-08-066-20W5/0,7655 GILWOOD MBR,3032.8,Top of Unit,Good Log
6218,00/10-17-065-19W5/0,1480 WAPIABI FM,734.6,Top of Unit,Good Log
6219,00/10-17-065-19W5/0,1600 COLORADO GRP,819.3,Top of Unit,Good Log
6220,00/10-17-065-19W5/0,1660 BADHEART FM,891.2,Top of Unit,Good Log
6221,00/10-17-065-19W5/0,1700 CARDIUM FM,976.3,Top of Unit,Good Log
6222,00/10-17-065-19W5/0,1860 SECOND WHITE SPECKS,1072.3,Top of Unit,Good Log
6223,00/10-17-065-19W5/0,2060 BASE FISH SCALES MARKER,1283.8,Top of Unit,Good Log
6224,00/10-17-065-19W5/0,2180 VIKING SANDSTONE,1343.3,Top of Unit,Good Log
6225,00/10-17-065-19W5/0,2440 BLAIRMORE GRP,1374.6,Top of Unit,Good Log
6226,00/10-17-065-19W5/0,3260 GETHING FM,1606.3,Top of Unit,Good Log
6227,00/10-17-065-19W5/0,4140 FERNIE GRP,1654.1,Top of Unit,Good Log
6228,00/10-17-065-19W5/0,4440 NORDEGG MBR,1706.9,Top of Unit,Good Log
6229,00/10-17-065-19W5/0,5000 TRIASSIC SYSTEM,1742.8,Top of Unit,Good Log
6230,00/10-17-065-19W5/0,6000 MISSISSIPPIAN SYSTEM,1807.5,Top of Unit,Good Log
6231,00/10-17-065-19W5/0,6420 PEKISKO FM,1941.6,Top of Unit,Good Log
6232,00/10-17-065-19W5/0,6440 BANFF FM,1991.0,Top of Unit,Good Log
6233,00/10-17-065-19W5/0,6580 WABAMUN GRP,2197.6,Top of Unit,Good Log
6234,00/10-17-065-19W5/0,6700 WINTERBURN GRP,2432.6,Top of Unit,Good Log
6235,00/10-17-065-19W5/0,7100 IRETON FM,2563.7,Top of Unit,Good Log
6236,00/10-17-065-19W5/0,7280 DUVERNAY FM,2813.3,Top of Unit,Good Log
6237,00/10-17-065-19W5/0,7440 BEAVERHILL LAKE GRP,2874.3,Top of Unit,Good Log
6238,00/10-17-065-19W5/0,7635 ELK POINT GRP,2980.9,Top of Unit,Good Log
6239,00/10-17-065-19W5/0,7655 GILWOOD MBR,2990.1,Top of Unit,Good Log
6240,00/12-15-064-19W5/0,1480 WAPIABI FM,789.7,Top of Unit,Good Log
6241,00/12-15-064-19W5/0,1600 COLORADO GRP,873.3,Top of Unit,Good Log
6242,00/12-15-064-19W5/0,1660 BADHEART FM,950.4,Top of Unit,Good Log
6243,00/12-15-064-19W5/0,1860 SECOND WHITE SPECKS,1128.4,Top of Unit,Good Log
6244,00/12-15-064-19W5/0,2060 BASE FISH SCALES MARKER,1353.3,Top of Unit,Good Log
6245,00/12-15-064-19W5/0,2180 VIKING SANDSTONE,1400.3,Top of Unit,Good Log
6246,00/12-15-064-19W5/0,2440 BLAIRMORE GRP,1430.1,Top of Unit,Good Log
6247,00/12-15-064-19W5/0,3260 GETHING FM,1663.3,Top of Unit,Good Log
6248,00/12-15-064-19W5/0,4140 FERNIE GRP,1731.9,Top of Unit,Good Log
6249,00/12-15-064-19W5/0,4440 NORDEGG MBR,1760.2,Top of Unit,Good Log
6250,00/12-15-064-19W5/0,5000 TRIASSIC SYSTEM,1798.3,Top of Unit,Good Log
6251,00/12-15-064-19W5/0,6000 MISSISSIPPIAN SYSTEM,1853.2,Top of Unit,Good Log
6252,00/12-15-064-19W5/0,6420 PEKISKO FM,1980.0,Top of Unit,Good Log
6253,00/12-15-064-19W5/0,6440 BANFF FM,2024.8,Top of Unit,Good Log
6254,00/12-15-064-19W5/0,6580 WABAMUN GRP,2223.5,Top of Unit,Good Log
6255,00/12-15-064-19W5/0,6700 WINTERBURN GRP,2435.4,Top of Unit,Good Log
6256,00/12-15-064-19W5/0,7100 IRETON FM,2641.1,Top of Unit,Good Log
6257,00/12-15-064-19W5/0,7280 DUVERNAY FM,2833.1,Top of Unit,Good Log
6258,00/12-15-064-19W5/0,7440 BEAVERHILL LAKE GRP,2891.6,Top of Unit,Good Log
6259,00/12-33-068-20W5/0,1480 WAPIABI FM,523.6,Top of Unit,Good Log
6260,00/12-33-068-20W5/0,1600 COLORADO GRP,620.9,Top of Unit,Good Log
6261,00/12-33-068-20W5/0,1660 BADHEART FM,681.5,Top of Unit,Good Log
6262,00/12-33-068-20W5/0,1700 CARDIUM FM,748.3,Top of Unit,Good Log
6263,00/12-33-068-20W5/0,1860 SECOND WHITE SPECKS,852.8,Top of Unit,Good Log
6264,00/12-33-068-20W5/0,1920 DUNVEGAN FM,943.1,Top of Unit,Good Log
6265,00/12-33-068-20W5/0,2060 BASE FISH SCALES MARKER,1059.5,Top of Unit,Good Log
6266,00/12-33-068-20W5/0,2280 PEACE RIVER FM,1120.7,Top of Unit,Good Log
6267,00/12-33-068-20W5/0,2640 SPIRIT RIVER FM,1160.4,Top of Unit,Good Log
6268,00/12-33-068-20W5/0,3040 BLUESKY FM,1423.1,Top of Unit,Good Log
6269,00/12-33-068-20W5/0,4140 FERNIE GRP,1469.4,Top of Unit,Good Log
6270,00/12-33-068-20W5/0,4440 NORDEGG MBR,1509.7,Top of Unit,Good Log
6271,00/12-33-068-20W5/0,5000 TRIASSIC SYSTEM,1550.8,Top of Unit,Good Log
6272,00/12-33-068-20W5/0,5560 BELLOY FM,1625.8,Top of Unit,Good Log
6273,00/12-33-068-20W5/0,6120 DEBOLT FM,1653.5,Top of Unit,Good Log
6274,00/12-33-068-20W5/0,6400 SHUNDA FM,1760.2,Top of Unit,Good Log
6275,00/12-33-068-20W5/0,6420 PEKISKO FM,1847.1,Top of Unit,Good Log
6276,00/12-33-068-20W5/0,6440 BANFF FM,1905.0,Top of Unit,Good Log
6277,00/12-33-068-20W5/0,6480 EXSHAW FM,2113.2,Top of Unit,Good Log
6278,00/12-33-068-20W5/0,6580 WABAMUN GRP,2118.4,Top of Unit,Good Log
6279,00/12-33-068-20W5/0,6700 WINTERBURN GRP,2354.9,Top of Unit,Good Log
6280,00/12-33-068-20W5/0,7100 IRETON FM,2481.1,Top of Unit,Good Log
6281,00/12-33-068-20W5/0,7280 DUVERNAY FM,2747.8,Top of Unit,Good Log
6282,00/12-33-068-20W5/0,7440 BEAVERHILL LAKE GRP,2777.6,Top of Unit,Good Log
6283,00/12-33-068-20W5/0,7580 SLAVE POINT FM,2867.6,Top of Unit,Good Log
6284,00/12-33-068-20W5/0,7635 ELK POINT GRP,2894.7,Top of Unit,Good Log
6285,00/12-33-068-20W5/0,7655 GILWOOD MBR,2899.3,Top of Unit,Good Log
6286,00/12-33-068-20W5/0,7857 CAMBRIAN SYSTEM,2913.9,Top of Unit,Good Log
6287,00/02-15-064-19W5/0,1480 WAPIABI FM,794.6,Top of Unit,Good Log
6288,00/02-15-064-19W5/0,1600 COLORADO GRP,877.8,Top of Unit,Good Log
6289,00/02-15-064-19W5/0,1660 BADHEART FM,955.9,Top of Unit,Good Log
6290,00/02-15-064-19W5/0,1700 CARDIUM FM,1036.3,Top of Unit,Good Log
6291,00/02-15-064-19W5/0,1860 SECOND WHITE SPECKS,1133.2,Top of Unit,Good Log
6292,00/02-15-064-19W5/0,2060 BASE FISH SCALES MARKER,1356.1,Top of Unit,Good Log
6293,00/02-15-064-19W5/0,2180 VIKING SANDSTONE,1406.7,Top of Unit,Good Log
6294,00/02-15-064-19W5/0,2440 BLAIRMORE GRP,1435.6,Top of Unit,Good Log
6295,00/02-15-064-19W5/0,3260 GETHING FM,1664.2,Top of Unit,Good Log
6296,00/02-15-064-19W5/0,4140 FERNIE GRP,1734.0,Top of Unit,Good Log
6297,00/02-15-064-19W5/0,4440 NORDEGG MBR,1763.3,Top of Unit,Good Log
6298,00/02-15-064-19W5/0,5000 TRIASSIC SYSTEM,1801.7,Top of Unit,Good Log
6299,00/02-15-064-19W5/0,6000 MISSISSIPPIAN SYSTEM,1853.2,Top of Unit,Good Log
6300,00/02-15-064-19W5/0,6420 PEKISKO FM,1980.0,Top of Unit,Good Log
6301,00/02-15-064-19W5/0,6440 BANFF FM,2026.0,Top of Unit,Good Log
6302,00/02-15-064-19W5/0,6580 WABAMUN GRP,2219.9,Top of Unit,Good Log
6303,00/02-15-064-19W5/0,6700 WINTERBURN GRP,2422.2,Top of Unit,Good Log
6304,00/02-15-064-19W5/0,7100 IRETON FM,2642.6,Top of Unit,Good Log
6305,00/02-15-064-19W5/0,7280 DUVERNAY FM,2832.5,Top of Unit,Good Log
6306,00/02-15-064-19W5/0,7440 BEAVERHILL LAKE GRP,2888.3,Top of Unit,Good Log
6307,00/02-28-064-19W5/0,1400 LEA PARK FM,774.5,Top of Unit,Good Log
6308,00/02-28-064-19W5/0,1600 COLORADO GRP,861.1,Top of Unit,Good Log
6309,00/02-28-064-19W5/0,1660 BADHEART FM,939.1,Top of Unit,Good Log
6310,00/02-28-064-19W5/0,1700 CARDIUM FM,1019.6,Top of Unit,Good Log
6311,00/02-28-064-19W5/0,1860 SECOND WHITE SPECKS,1116.2,Top of Unit,Good Log
6312,00/02-28-064-19W5/0,2060 BASE FISH SCALES MARKER,1336.9,Top of Unit,Good Log
6313,00/02-28-064-19W5/0,2140 VIKING FM,1376.2,Top of Unit,Good Log
6314,00/02-28-064-19W5/0,2180 VIKING SANDSTONE,1391.4,Top of Unit,Good Log
6315,00/02-28-064-19W5/0,2440 BLAIRMORE GRP,1419.1,Top of Unit,Good Log
6316,00/02-28-064-19W5/0,3260 GETHING FM,1652.0,Top of Unit,Good Log
6317,00/02-28-064-19W5/0,4140 FERNIE GRP,1706.0,Top of Unit,Good Log
6318,00/02-28-064-19W5/0,4440 NORDEGG MBR,1747.7,Top of Unit,Good Log
6319,00/02-28-064-19W5/0,5000 TRIASSIC SYSTEM,1786.1,Top of Unit,Good Log
6320,00/02-28-064-19W5/0,6000 MISSISSIPPIAN SYSTEM,1829.4,Top of Unit,Good Log
6321,00/02-28-064-19W5/0,6420 PEKISKO FM,1973.0,Top of Unit,Good Log
6322,00/02-28-064-19W5/0,6440 BANFF FM,2019.3,Top of Unit,Good Log
6323,00/02-28-064-19W5/0,6480 EXSHAW FM,2200.7,Top of Unit,Good Log
6324,00/02-28-064-19W5/0,6580 WABAMUN GRP,2205.5,Top of Unit,Good Log
6325,00/02-28-064-19W5/0,6700 WINTERBURN GRP,2484.1,Top of Unit,Good Log
6326,00/02-28-064-19W5/0,7100 IRETON FM,2634.4,Top of Unit,Good Log
6327,00/02-28-064-19W5/0,7280 DUVERNAY FM,2834.6,Top of Unit,Good Log
6328,00/02-28-064-19W5/0,7440 BEAVERHILL LAKE GRP,2889.5,Top of Unit,Good Log
6329,00/02-28-064-19W5/0,7560 SWAN HILLS MBR,2931.6,Top of Unit,Good Log
6330,00/07-22-064-19W5/0,1480 WAPIABI FM,788.8,Top of Unit,Good Log
6331,00/07-22-064-19W5/0,1600 COLORADO GRP,866.5,Top of Unit,Good Log
6332,00/07-22-064-19W5/0,1660 BADHEART FM,945.5,Top of Unit,Good Log
6333,00/07-22-064-19W5/0,1700 CARDIUM FM,1024.7,Top of Unit,Good Log
6334,00/07-22-064-19W5/0,1860 SECOND WHITE SPECKS,1120.4,Top of Unit,Good Log
6335,00/07-22-064-19W5/0,2060 BASE FISH SCALES MARKER,1341.7,Top of Unit,Good Log
6336,00/07-22-064-19W5/0,2180 VIKING SANDSTONE,1393.9,Top of Unit,Good Log
6337,00/07-22-064-19W5/0,2440 BLAIRMORE GRP,1421.3,Top of Unit,Good Log
6338,00/07-22-064-19W5/0,3260 GETHING FM,1653.2,Top of Unit,Good Log
6339,00/07-22-064-19W5/0,4140 FERNIE GRP,1719.1,Top of Unit,Good Log
6340,00/07-22-064-19W5/0,4440 NORDEGG MBR,1748.9,Top of Unit,Good Log
6341,00/07-22-064-19W5/0,5000 TRIASSIC SYSTEM,1787.3,Top of Unit,Good Log
6342,00/07-22-064-19W5/0,6000 MISSISSIPPIAN SYSTEM,1837.9,Top of Unit,Good Log
6343,00/07-22-064-19W5/0,6420 PEKISKO FM,1966.9,Top of Unit,Good Log
6344,00/07-22-064-19W5/0,6440 BANFF FM,2014.1,Top of Unit,Good Log
6345,00/07-22-064-19W5/0,6480 EXSHAW FM,2207.4,Top of Unit,Good Log
6346,00/07-22-064-19W5/0,6580 WABAMUN GRP,2209.8,Top of Unit,Good Log
6347,00/07-22-064-19W5/0,6700 WINTERBURN GRP,2426.2,Top of Unit,Good Log
6348,00/07-22-064-19W5/0,7100 IRETON FM,2625.9,Top of Unit,Good Log
6349,00/07-22-064-19W5/0,7280 DUVERNAY FM,2822.4,Top of Unit,Good Log
6350,00/07-22-064-19W5/0,7440 BEAVERHILL LAKE GRP,2880.7,Top of Unit,Good Log
6351,00/07-22-064-19W5/0,7635 ELK POINT GRP,2999.8,Top of Unit,Good Log
6352,00/07-22-064-19W5/0,7655 GILWOOD MBR,3006.9,Top of Unit,Good Log
6353,00/12-34-054-07W5/0,1400 LEA PARK FM,796.4,Top of Unit,Good Log
6354,00/12-34-054-07W5/0,1600 COLORADO GRP,909.2,Top of Unit,Good Log
6355,00/12-34-054-07W5/0,1860 SECOND WHITE SPECKS,1132.0,Top of Unit,Good Log
6356,00/12-34-054-07W5/0,2060 BASE FISH SCALES MARKER,1280.8,Top of Unit,Good Log
6357,00/12-34-054-07W5/0,2180 VIKING SANDSTONE,1314.6,Top of Unit,Good Log
6358,00/12-34-054-07W5/0,2480 MANNVILLE GRP,1360.6,Top of Unit,Good Log
6359,00/12-34-054-07W5/0,3000 GLAUCONITIC SS,1452.4,Top of Unit,Good Log
6360,00/12-34-054-07W5/0,4140 FERNIE GRP,1536.2,Top of Unit,Good Log
6361,00/12-34-054-07W5/0,4440 NORDEGG MBR,1544.7,Top of Unit,Good Log
6362,00/12-34-054-07W5/0,6440 BANFF FM,1561.8,Top of Unit,Good Log
6363,00/12-34-054-07W5/0,6480 EXSHAW FM,1732.8,Top of Unit,Good Log
6364,00/12-34-054-07W5/0,6580 WABAMUN GRP,1734.9,Top of Unit,Good Log
6365,00/12-34-054-07W5/0,6780 GRAMINIA FM,1930.9,Top of Unit,Good Log
6366,00/12-34-054-07W5/0,7100 IRETON FM,1978.2,Top of Unit,Good Log
6367,00/12-34-054-07W5/0,7280 DUVERNAY FM,2283.0,Top of Unit,Good Log
6368,00/12-34-054-07W5/0,7440 BEAVERHILL LAKE GRP,2367.4,Top of Unit,Good Log
6369,00/12-34-054-07W5/0,7635 ELK POINT GRP,2535.9,Top of Unit,Good Log
6370,00/10-34-064-19W5/0,1400 LEA PARK FM,757.7,Top of Unit,Good Log
6371,00/10-34-064-19W5/0,1600 COLORADO GRP,841.2,Top of Unit,Good Log
6372,00/10-34-064-19W5/0,1660 BADHEART FM,919.0,Top of Unit,Good Log
6373,00/10-34-064-19W5/0,1700 CARDIUM FM,1001.0,Top of Unit,Good Log
6374,00/10-34-064-19W5/0,1860 SECOND WHITE SPECKS,1092.4,Top of Unit,Good Log
6375,00/10-34-064-19W5/0,2060 BASE FISH SCALES MARKER,1310.6,Top of Unit,Good Log
6376,00/10-34-064-19W5/0,2180 VIKING SANDSTONE,1347.8,Top of Unit,Good Log
6377,00/10-34-064-19W5/0,2440 BLAIRMORE GRP,1393.2,Top of Unit,Good Log
6378,00/10-34-064-19W5/0,3260 GETHING FM,1624.6,Top of Unit,Good Log
6379,00/10-34-064-19W5/0,4140 FERNIE GRP,1675.2,Top of Unit,Good Log
6380,00/10-34-064-19W5/0,4440 NORDEGG MBR,1719.7,Top of Unit,Good Log
6381,00/10-34-064-19W5/0,5000 TRIASSIC SYSTEM,1758.1,Top of Unit,Good Log
6382,00/10-34-064-19W5/0,6000 MISSISSIPPIAN SYSTEM,1813.6,Top of Unit,Good Log
6383,00/10-34-064-19W5/0,6420 PEKISKO FM,1944.9,Top of Unit,Good Log
6384,00/10-34-064-19W5/0,6440 BANFF FM,1991.0,Top of Unit,Good Log
6385,00/10-34-064-19W5/0,6480 EXSHAW FM,2190.9,Top of Unit,Good Log
6386,00/10-34-064-19W5/0,6580 WABAMUN GRP,2194.6,Top of Unit,Good Log
6387,00/10-34-064-19W5/0,6700 WINTERBURN GRP,2444.5,Top of Unit,Good Log
6388,00/10-34-064-19W5/0,7100 IRETON FM,2590.8,Top of Unit,Good Log
6389,00/10-34-064-19W5/0,7280 DUVERNAY FM,2802.6,Top of Unit,Good Log
6390,00/10-34-064-19W5/0,7440 BEAVERHILL LAKE GRP,2858.1,Top of Unit,Good Log
6391,00/10-02-067-21W5/0,1480 WAPIABI FM,655.3,Top of Unit,Good Log
6392,00/10-02-067-21W5/0,1600 COLORADO GRP,743.4,Top of Unit,Good Log
6393,00/10-02-067-21W5/0,1660 BADHEART FM,821.7,Top of Unit,Good Log
6394,00/10-02-067-21W5/0,1760 CARDIUM SD,899.8,Top of Unit,Good Log
6395,00/10-02-067-21W5/0,1860 SECOND WHITE SPECKS,1022.0,Top of Unit,Good Log
6396,00/10-02-067-21W5/0,2060 BASE FISH SCALES MARKER,1230.5,Top of Unit,Good Log
6397,00/10-02-067-21W5/0,2180 VIKING SANDSTONE,1290.5,Top of Unit,Good Log
6398,00/10-02-067-21W5/0,2480 MANNVILLE GRP,1326.5,Top of Unit,Good Log
6399,00/10-02-067-21W5/0,3260 GETHING FM,1568.2,Top of Unit,Good Log
6400,00/10-02-067-21W5/0,4140 FERNIE GRP,1639.5,Top of Unit,Good Log
6401,00/10-02-067-21W5/0,4440 NORDEGG MBR,1689.5,Top of Unit,Good Log
6402,00/10-02-067-21W5/0,5240 MONTNEY FM,1721.5,Top of Unit,Good Log
6403,00/10-02-067-21W5/0,5560 BELLOY FM,1798.9,Top of Unit,Good Log
6404,00/10-02-067-21W5/0,6400 SHUNDA FM,1928.2,Top of Unit,Good Log
6405,00/10-02-067-21W5/0,6420 PEKISKO FM,2005.0,Top of Unit,Good Log
6406,00/10-02-067-21W5/0,6440 BANFF FM,2059.8,Top of Unit,Good Log
6407,00/10-02-067-21W5/0,6480 EXSHAW FM,2267.7,Top of Unit,Good Log
6408,00/10-02-067-21W5/0,6580 WABAMUN GRP,2271.7,Top of Unit,Good Log
6409,00/10-02-067-21W5/0,6700 WINTERBURN GRP,2497.8,Top of Unit,Good Log
6410,00/10-02-067-21W5/0,7280 DUVERNAY FM,2901.1,Top of Unit,Good Log
6411,00/10-02-067-21W5/0,7440 BEAVERHILL LAKE GRP,2949.2,Top of Unit,Good Log
6412,00/10-02-067-21W5/0,7560 SWAN HILLS MBR,3015.1,Top of Unit,Good Log
6413,00/10-02-067-21W5/0,7645 WATT MTN FM,3043.1,Top of Unit,Good Log
6414,00/10-02-067-21W5/0,7655 GILWOOD MBR,3047.4,Top of Unit,Good Log
6415,00/12-35-064-19W5/0,1400 LEA PARK FM,762.9,Top of Unit,Good Log
6416,00/12-35-064-19W5/0,1600 COLORADO GRP,842.2,Top of Unit,Good Log
6417,00/12-35-064-19W5/0,1660 BADHEART FM,921.1,Top of Unit,Good Log
6418,00/12-35-064-19W5/0,1860 SECOND WHITE SPECKS,1076.9,Top of Unit,Good Log
6419,00/12-35-064-19W5/0,2060 BASE FISH SCALES MARKER,1310.3,Top of Unit,Good Log
6420,00/12-35-064-19W5/0,2180 VIKING SANDSTONE,1366.4,Top of Unit,Good Log
6421,00/12-35-064-19W5/0,2480 MANNVILLE GRP,1394.5,Top of Unit,Good Log
6422,00/12-35-064-19W5/0,3260 GETHING FM,1617.3,Top of Unit,Good Log
6423,00/12-35-064-19W5/0,4140 FERNIE GRP,1688.9,Top of Unit,Good Log
6424,00/12-35-064-19W5/0,4440 NORDEGG MBR,1717.9,Top of Unit,Good Log
6425,00/12-35-064-19W5/0,5240 MONTNEY FM,1759.6,Top of Unit,Good Log
6426,00/12-35-064-19W5/0,6120 DEBOLT FM,1811.4,Top of Unit,Good Log
6427,00/12-35-064-19W5/0,6400 SHUNDA FM,1870.9,Top of Unit,Good Log
6428,00/12-35-064-19W5/0,6420 PEKISKO FM,1940.1,Top of Unit,Good Log
6429,00/12-35-064-19W5/0,6440 BANFF FM,1986.7,Top of Unit,Good Log
6430,00/12-35-064-19W5/0,6480 EXSHAW FM,2183.3,Top of Unit,Good Log
6431,00/12-35-064-19W5/0,6580 WABAMUN GRP,2186.3,Top of Unit,Good Log
6432,00/12-35-064-19W5/0,6700 WINTERBURN GRP,2450.3,Top of Unit,Good Log
6433,00/12-35-064-19W5/0,7100 IRETON FM,2579.5,Top of Unit,Good Log
6434,00/12-35-064-19W5/0,7280 DUVERNAY FM,2797.8,Top of Unit,Good Log
6435,00/12-35-064-19W5/0,7440 BEAVERHILL LAKE GRP,2858.1,Top of Unit,Good Log
6436,00/12-35-064-19W5/0,7560 SWAN HILLS MBR,2890.1,Top of Unit,Good Log
6437,00/02-01-067-19W5/0,1480 WAPIABI FM,666.0,Top of Unit,Good Log
6438,00/02-01-067-19W5/0,1600 COLORADO GRP,760.5,Top of Unit,Good Log
6439,00/02-01-067-19W5/0,1660 BADHEART FM,794.3,Top of Unit,Good Log
6440,00/02-01-067-19W5/0,1700 CARDIUM FM,864.4,Top of Unit,Good Log
6441,00/02-01-067-19W5/0,1860 SECOND WHITE SPECKS,967.4,Top of Unit,Good Log
6442,00/02-01-067-19W5/0,2060 BASE FISH SCALES MARKER,1162.8,Top of Unit,Good Log
6443,00/02-01-067-19W5/0,2180 VIKING SANDSTONE,1216.2,Top of Unit,Good Log
6444,00/02-01-067-19W5/0,2440 BLAIRMORE GRP,1258.2,Top of Unit,Good Log
6445,00/02-01-067-19W5/0,3260 GETHING FM,1513.0,Top of Unit,Good Log
6446,00/02-01-067-19W5/0,4140 FERNIE GRP,1547.2,Top of Unit,Good Log
6447,00/02-01-067-19W5/0,4440 NORDEGG MBR,1586.2,Top of Unit,Good Log
6448,00/02-01-067-19W5/0,5000 TRIASSIC SYSTEM,1626.4,Top of Unit,Good Log
6449,00/02-01-067-19W5/0,6000 MISSISSIPPIAN SYSTEM,1675.8,Top of Unit,Good Log
6450,00/02-01-067-19W5/0,6420 PEKISKO FM,1820.9,Top of Unit,Good Log
6451,00/02-01-067-19W5/0,6440 BANFF FM,1874.8,Top of Unit,Good Log
6452,00/02-01-067-19W5/0,6480 EXSHAW FM,2082.4,Top of Unit,Good Log
6453,00/02-01-067-19W5/0,6580 WABAMUN GRP,2087.3,Top of Unit,Good Log
6454,00/02-01-067-19W5/0,6700 WINTERBURN GRP,2316.5,Top of Unit,Good Log
6455,00/02-01-067-19W5/0,7100 IRETON FM,2459.7,Top of Unit,Good Log
6456,00/02-01-067-19W5/0,7280 DUVERNAY FM,2693.2,Top of Unit,Good Log
6457,00/02-01-067-19W5/0,7440 BEAVERHILL LAKE GRP,2763.6,Top of Unit,Good Log
6458,00/02-01-067-19W5/0,7635 ELK POINT GRP,2873.0,Top of Unit,Good Log
6459,00/02-01-067-19W5/0,7655 GILWOOD MBR,2879.4,Top of Unit,Good Log
6460,00/02-01-067-19W5/0,7857 CAMBRIAN SYSTEM,2910.2,Top of Unit,Good Log
6461,00/07-10-058-13W5/0,1260 BELLY RIVER GRP,551.7,Top of Unit,Good Log
6462,00/07-10-058-13W5/0,1400 LEA PARK FM,904.3,Top of Unit,Good Log
6463,00/07-10-058-13W5/0,1600 COLORADO GRP,1007.4,Top of Unit,Good Log
6464,00/07-10-058-13W5/0,1760 CARDIUM SD,1171.3,Top of Unit,Good Log
6465,00/07-10-058-13W5/0,1860 SECOND WHITE SPECKS,1259.7,Top of Unit,Good Log
6466,00/07-10-058-13W5/0,2060 BASE FISH SCALES MARKER,1439.6,Top of Unit,Good Log
6467,00/07-10-058-13W5/0,2180 VIKING SANDSTONE,1474.3,Top of Unit,Good Log
6468,00/07-10-058-13W5/0,2480 MANNVILLE GRP,1515.8,Top of Unit,Good Log
6469,00/07-10-058-13W5/0,3100 LOWER MANNVILLE FM,1700.8,Top of Unit,Good Log
6470,00/07-10-058-13W5/0,4140 FERNIE GRP,1742.5,Top of Unit,Good Log
6471,00/07-10-058-13W5/0,4440 NORDEGG MBR,1755.0,Top of Unit,Good Log
6472,00/07-10-058-13W5/0,6400 SHUNDA FM,1807.5,Top of Unit,Good Log
6473,00/07-10-058-13W5/0,6420 PEKISKO FM,1814.5,Top of Unit,Good Log
6474,00/07-10-058-13W5/0,6440 BANFF FM,1845.9,Top of Unit,Good Log
6475,00/07-10-058-13W5/0,6480 EXSHAW FM,2018.7,Top of Unit,Good Log
6476,00/07-10-058-13W5/0,6580 WABAMUN GRP,2020.8,Top of Unit,Good Log
6477,00/07-10-058-13W5/0,6780 GRAMINIA FM,2234.2,Top of Unit,Good Log
6478,00/07-10-058-13W5/0,6800 BLUERIDGE MBR,2239.4,Top of Unit,Good Log
6479,00/07-10-058-13W5/0,7100 IRETON FM,2394.2,Top of Unit,Good Log
6480,00/07-10-058-13W5/0,7280 DUVERNAY FM,2623.1,Top of Unit,Good Log
6481,00/07-10-058-13W5/0,7400 MAJEAU LAKE FM,2657.9,Top of Unit,Good Log
6482,00/07-10-058-13W5/0,7440 BEAVERHILL LAKE GRP,2674.0,Top of Unit,Good Log
6483,00/07-10-058-13W5/0,7560 SWAN HILLS MBR,2727.0,Top of Unit,Good Log
6484,00/07-10-058-13W5/0,7635 ELK POINT GRP,2809.0,Top of Unit,Good Log
6485,02/05-20-042-17W4/0,1260 BELLY RIVER GRP,252.1,Top of Unit,Good Log
6486,02/05-20-042-17W4/0,1400 LEA PARK FM,484.6,Top of Unit,Good Log
6487,02/05-20-042-17W4/0,1600 COLORADO GRP,649.5,Top of Unit,Good Log
6488,02/05-20-042-17W4/0,1860 SECOND WHITE SPECKS,855.6,Top of Unit,Good Log
6489,02/05-20-042-17W4/0,2060 BASE FISH SCALES MARKER,935.1,Top of Unit,Good Log
6490,02/05-20-042-17W4/0,2180 VIKING SANDSTONE,980.5,Top of Unit,Good Log
6491,02/05-20-042-17W4/0,2440 BLAIRMORE GRP,1030.8,Top of Unit,Good Log
6492,02/05-20-042-17W4/0,3120 OSTRACOD MEMBER,1145.4,Top of Unit,Good Log
6493,02/05-20-042-17W4/0,6580 WABAMUN GRP,1199.4,Top of Unit,Good Log
6494,02/05-20-042-17W4/0,6860 CALMAR FM,1266.7,Top of Unit,Good Log
6495,02/05-20-042-17W4/0,6960 NISKU FM,1268.6,Top of Unit,Good Log
6496,02/05-20-042-17W4/0,7100 IRETON FM,1329.5,Top of Unit,Good Log
6497,02/05-20-042-17W4/0,7280 DUVERNAY FM,1481.9,Top of Unit,Good Log
6498,02/05-20-042-17W4/0,7320 COOKING LAKE FM,1537.7,Top of Unit,Good Log
6499,02/05-20-042-17W4/0,7440 BEAVERHILL LAKE GRP,1618.5,Top of Unit,Good Log
6500,02/05-20-042-17W4/0,7635 ELK POINT GRP,1829.4,Top of Unit,Good Log
6501,00/02-02-064-19W5/0,1480 WAPIABI FM,809.9,Top of Unit,Good Log
6502,00/02-02-064-19W5/0,1600 COLORADO GRP,896.7,Top of Unit,Good Log
6503,00/02-02-064-19W5/0,1660 BADHEART FM,978.4,Top of Unit,Good Log
6504,00/02-02-064-19W5/0,1700 CARDIUM FM,1060.1,Top of Unit,Good Log
6505,00/02-02-064-19W5/0,1860 SECOND WHITE SPECKS,1157.0,Top of Unit,Good Log
6506,00/02-02-064-19W5/0,2060 BASE FISH SCALES MARKER,1380.1,Top of Unit,Good Log
6507,00/02-02-064-19W5/0,2180 VIKING SANDSTONE,1431.3,Top of Unit,Good Log
6508,00/02-02-064-19W5/0,2440 BLAIRMORE GRP,1457.2,Top of Unit,Good Log
