,Formatted UWI,Gas Sample Date,Intrvl Base,Intrvl Top,Res Fluid C1c,Res Fluid C2c,Res Fluid C3c,Res Fluid C6c,Res Fluid C7+c,Res Fluid CO2c,Res Fluid H2c,Res Fluid H2Sc,Res Fluid HEc,Res Fluid IC4c,Res Fluid IC5c,Res Fluid N2c,Res Fluid NC4c,Res Fluid NC5c
295,00/10-35-059-03W5/0,2/17/1979 00:00:00,482.19,478.54,93.9,2.57,0.68,0.05,0.05,0.0,0.01,0.0,0.02,0.11,0.06,2.35,0.15,0.05
296,00/11-15-068-02W6/0,9/2/1976 00:00:00,1909.27,1900.12,93.31,3.61,0.15,0.0,0.0,0.74,0.0,0.0,0.04,0.09,0.0,2.06,0.0,0.0
297,00/11-15-068-02W6/0,8/24/1976 00:00:00,1566.67,1558.75,91.1,3.85,1.74,0.16,0.1,0.0,0.03,0.0,0.03,0.95,0.33,1.11,0.46,0.14
298,00/11-15-068-02W6/0,8/26/1976 00:00:00,1666.65,1650.49,89.3,2.17,0.33,0.0,0.0,0.16,0.17,0.0,0.03,0.04,0.0,7.78,0.02,0.0
299,00/09-01-077-16W5/0,3/9/1977 00:00:00,806.2,792.48,96.92,0.45,0.11,0.0,0.0,1.24,0.0,0.0,0.01,0.02,0.0,1.24,0.01,0.0
300,00/09-01-077-16W5/0,3/8/1977 00:00:00,533.4,522.73,97.75,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,2.1,0.0,0.0
301,00/09-01-077-16W5/0,3/7/1977 00:00:00,481.58,467.87,99.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.73,0.0,0.0
302,00/07-23-048-11W4/0,1/6/1985 00:00:00,647.7,644.6,91.54,2.39,0.65,,,0.05,,,0.07,0.09,0.02,5.1,0.08,0.01
303,00/07-23-048-11W4/0,2/8/2002 00:00:00,647.7,644.7,91.36,2.49,0.7,0.01,0.04,0.05,0.01,,0.07,0.1,0.02,5.04,0.1,0.01
304,00/11-09-052-26W4/0,11/21/1972 00:00:00,1367.94,1363.68,79.44,7.08,2.49,0.18,0.25,2.49,0.0,0.0,0.11,0.41,0.23,6.24,0.85,0.23
305,00/11-06-073-24W5/0,1/31/1973 00:00:00,1331.98,1314.3,92.71,3.94,0.06,0.0,0.0,1.2,0.01,0.0,0.01,0.01,0.01,2.01,0.03,0.01
306,00/07-29-072-22W5/0,11/21/1973 00:00:00,2846.53,2841.96,54.54,6.18,10.03,0.79,0.74,0.17,0.0,0.0,0.0,2.66,1.26,17.48,4.9,1.25
307,00/07-29-072-22W5/0,11/5/1973 00:00:00,2442.36,2426.21,9.5,1.55,0.71,0.0,0.0,0.11,0.0,0.0,0.0,0.09,0.05,87.81,0.13,0.05
308,00/07-29-072-22W5/0,11/21/1973 00:00:00,2846.53,2841.96,52.58,7.39,7.23,0.87,0.71,0.13,0.0,0.0,0.32,1.85,1.09,23.15,3.55,1.13
309,00/07-29-072-22W5/0,9/30/1974 00:00:00,2846.22,2844.39,57.96,7.46,8.6,0.26,0.28,0.81,0.01,0.0,0.29,1.87,0.62,18.27,3.03,0.54
310,00/10-13-069-20W5/0,3/25/1975 00:00:00,1401.5,1397.2,94.45,3.48,0.12,0.01,0.15,1.06,,,0.01,0.02,0.01,0.65,0.03,0.01
311,00/10-13-069-20W5/0,11/30/1969 00:00:00,1403.6,1392.94,94.18,3.36,0.15,0.05,0.14,1.21,0.0,0.0,0.01,0.09,0.03,0.74,0.03,0.01
312,00/14-29-069-19W5/0,6/6/1962 00:00:00,442.5,440.92,75.44,8.87,7.11,0.57,0.36,2.42,0.0,0.0,0.0,0.73,0.58,0.56,2.62,0.74
313,00/14-29-069-19W5/0,10/18/1960 00:00:00,442.5,440.92,73.5,11.05,8.11,0.0,0.0,2.48,0.0,0.0,0.0,0.73,1.06,0.77,2.3,0.0
314,00/10-11-066-22W5/0,1/6/1978 00:00:00,1745.3,1342.2,89.42,5.83,1.68,0.22,0.22,1.02,,,0.01,0.22,0.14,0.56,0.5,0.18
315,00/10-11-066-22W5/0,3/25/1978 00:00:00,1745.28,1742.24,89.42,5.83,1.68,0.22,0.22,1.02,0.0,0.0,0.01,0.22,0.14,0.56,0.5,0.18
316,00/10-11-066-22W5/0,2/13/1978 00:00:00,1837.03,1820.27,83.44,8.87,4.48,0.0,0.0,0.0,0.01,0.0,0.01,0.27,0.05,2.01,0.83,0.03
317,00/10-11-066-22W5/0,1/24/1978 00:00:00,1757.17,1714.5,78.88,8.51,4.59,0.35,0.19,2.43,0.01,0.0,0.02,0.39,0.32,2.35,1.44,0.53
318,00/16-17-069-19W5/0,10/13/1970 00:00:00,2728.87,2707.54,52.84,20.94,15.47,0.12,0.01,0.36,0.0,0.0,0.09,1.89,0.46,3.78,3.67,0.37
319,00/10-17-065-19W5/0,3/17/1959 00:00:00,2459.7,2446.0,54.42,7.69,6.03,,,3.29,,11.38,,1.14,,9.84,2.97,3.24
320,00/10-17-065-19W5/0,3/4/1959 00:00:00,2459.74,2446.02,54.42,7.69,6.03,0.0,0.0,3.29,0.0,11.38,0.0,1.14,3.24,9.84,2.97,0.0
321,00/02-15-064-19W5/0,1/17/1992 00:00:00,2972.0,2929.0,60.04,25.26,8.07,0.22,0.15,1.07,,,0.03,1.21,0.46,0.75,2.26,0.48
322,00/02-15-064-19W5/0,7/16/1990 00:00:00,2972.0,2924.1,60.58,24.14,8.37,0.29,0.21,1.05,,,0.03,1.15,0.49,0.79,2.36,0.54
323,00/02-15-064-19W5/0,5/18/1991 00:00:00,2972.0,2929.0,60.35,24.37,8.29,0.21,0.31,1.11,,,0.03,1.18,0.48,0.8,2.36,0.51
324,00/02-15-064-19W5/0,2/17/1991 00:00:00,2972.0,2929.0,63.86,22.77,7.33,0.2,0.14,1.08,,0.02,0.03,0.94,0.38,0.91,1.92,0.42
325,00/02-15-064-19W5/0,12/16/1989 00:00:00,2972.0,2924.1,61.77,21.53,8.99,0.3,0.25,1.29,,,0.04,1.14,0.53,0.94,2.61,0.61
326,00/02-15-064-19W5/0,8/14/1990 00:00:00,2972.0,2929.0,60.09,24.15,8.57,0.24,0.19,1.06,0.0,0.0,0.03,1.2,0.53,0.84,2.52,0.58
327,00/02-15-064-19W5/0,6/28/2006 00:00:00,2972.4,2929.1,65.3,17.24,6.48,0.37,0.22,2.02,0.0,0.1,0.05,1.02,0.55,3.84,2.2,0.61
328,00/02-15-064-19W5/0,6/28/2006 00:00:00,2972.4,2929.1,65.65,17.62,7.57,0.47,0.59,1.9,0.0,0.1,0.07,1.15,0.6,1.11,2.49,0.68
329,00/02-15-064-19W5/0,11/21/1990 00:00:00,2972.0,2924.1,62.4,24.34,7.98,0.07,0.01,1.07,0.01,0.01,0.03,0.95,0.25,0.85,1.79,0.24
330,00/02-15-064-19W5/0,4/6/2003 00:00:00,2972.4,2929.1,63.05,19.66,7.2,0.58,0.83,1.94,0.01,,0.05,1.15,0.65,1.59,2.53,0.76
331,00/02-15-064-19W5/0,1/31/2006 00:00:00,2972.4,2929.1,78.51,10.62,4.03,0.17,0.21,1.28,0.02,0.04,0.06,0.68,0.36,2.03,1.62,0.37
332,00/02-15-064-19W5/0,6/28/2006 00:00:00,2972.4,2929.1,67.88,17.52,6.16,0.21,0.19,2.35,0.03,0.09,0.06,0.91,0.43,1.83,1.9,0.44
333,00/02-15-064-19W5/0,7/21/2010 00:00:00,2972.4,2929.1,68.89,13.68,6.21,0.65,1.65,2.09,0.04,0.1,0.07,0.95,0.75,1.32,2.67,0.93
334,00/02-28-064-19W5/0,11/10/1991 00:00:00,2964.5,2931.5,60.66,20.81,8.98,0.46,0.62,1.47,0.0,0.0,0.04,1.38,0.72,0.94,3.1,0.82
335,00/02-28-064-19W5/0,4/11/1991 00:00:00,2964.5,2931.5,64.91,17.37,8.34,0.39,0.53,1.78,0.0,0.0,0.05,1.14,0.65,1.22,2.85,0.77
336,00/02-28-064-19W5/0,1/4/1991 00:00:00,2964.5,2931.5,65.85,16.8,8.35,0.41,0.28,1.93,0.0,0.0,0.06,1.08,0.61,1.22,2.69,0.72
337,00/02-28-064-19W5/0,6/28/2006 00:00:00,2964.5,2938.9,70.09,13.18,6.35,0.36,0.37,2.73,0.0,0.1,0.09,0.87,0.53,2.51,2.21,0.61
338,00/02-28-064-19W5/0,6/28/2006 00:00:00,2964.5,2938.9,69.26,14.08,7.2,0.45,0.34,2.01,0.01,0.17,0.08,1.02,0.65,1.34,2.64,0.75
339,00/02-28-064-19W5/0,6/28/2006 00:00:00,2964.5,2938.9,71.63,13.13,6.39,0.24,0.14,2.96,0.01,0.06,0.09,0.85,0.45,1.42,2.13,0.5
340,00/02-28-064-19W5/0,4/20/2010 00:00:00,2964.5,2938.9,71.54,13.21,6.74,0.25,0.13,2.54,0.02,0.02,0.09,0.91,0.49,1.27,2.27,0.52
341,00/02-28-064-19W5/0,11/16/2005 00:00:00,2964.5,2938.9,74.48,9.89,4.9,0.41,0.58,4.03,0.03,0.0,0.18,0.68,0.49,1.85,1.89,0.59
342,00/07-22-064-19W5/0,4/10/1957 00:00:00,2481.7,2456.7,62.65,1.9,0.82,,,0.57,,29.13,,0.18,0.42,3.99,0.34,
343,00/07-22-064-19W5/0,2/17/1992 00:00:00,2956.9,2921.2,62.36,23.25,7.73,0.21,0.12,1.27,,,0.03,1.14,0.43,0.83,2.18,0.45
344,00/07-22-064-19W5/0,6/13/1957 00:00:00,2926.08,2918.16,55.5,18.12,14.56,0.0,0.0,2.12,0.0,0.0,0.0,1.74,2.71,0.02,5.23,0.0
345,00/07-22-064-19W5/0,6/13/1957 00:00:00,2933.7,2917.55,63.01,14.55,10.71,0.0,0.0,2.17,0.0,0.0,0.0,1.43,2.14,1.97,4.02,0.0
346,00/07-22-064-19W5/0,8/26/1961 00:00:00,2941.32,2938.88,65.27,15.82,10.02,0.09,0.05,2.24,0.0,0.0,0.0,3.47,0.33,2.16,0.35,0.2
347,00/07-22-064-19W5/0,4/6/1991 00:00:00,2956.9,2921.2,60.86,22.23,8.42,0.41,0.44,1.24,0.0,0.0,0.04,1.28,0.65,0.89,2.8,0.74
348,00/07-22-064-19W5/0,1/5/1991 00:00:00,2956.9,2921.2,61.16,21.27,8.24,0.38,0.64,1.43,0.0,0.0,0.04,1.22,0.61,1.62,2.7,0.69
349,00/07-22-064-19W5/0,11/9/1991 00:00:00,2956.9,2921.2,62.01,23.36,7.81,0.22,0.21,1.14,0.01,0.01,0.04,1.17,0.46,0.83,2.25,0.48
350,00/07-22-064-19W5/0,6/14/1991 00:00:00,2956.9,2921.2,59.64,21.93,7.78,0.3,0.23,1.18,0.02,0.0,0.04,1.15,0.54,4.17,2.41,0.61
351,00/10-34-064-19W5/0,7/30/1966 00:00:00,1401.5,1393.5,91.73,5.1,1.42,0.05,0.04,0.2,,,,0.16,0.07,0.92,0.25,0.06
352,00/10-34-064-19W5/0,1/18/1992 00:00:00,2938.0,2905.0,65.57,21.24,7.02,0.15,0.14,1.38,,,0.04,0.93,0.35,0.99,1.82,0.37
353,00/10-34-064-19W5/0,12/27/1967 00:00:00,1401.47,1393.55,92.19,4.88,1.34,0.05,0.06,0.1,0.0,0.0,0.0,0.2,0.07,0.82,0.24,0.05
354,00/10-34-064-19W5/0,9/3/1970 00:00:00,1401.47,1393.55,91.95,4.61,1.41,0.09,0.17,0.28,0.0,0.0,0.0,0.23,0.1,0.82,0.28,0.06
355,00/10-34-064-19W5/0,7/22/1971 00:00:00,1399.03,1391.41,91.3,5.05,1.4,0.1,0.23,0.32,0.0,0.0,0.0,0.23,0.11,0.88,0.3,0.08
356,00/10-34-064-19W5/0,11/16/1960 00:00:00,1407.87,1401.78,90.25,5.67,1.23,0.04,0.0,0.15,0.0,0.0,0.04,0.19,0.22,0.96,0.29,0.96
357,00/12-35-064-19W5/0,4/5/1991 00:00:00,2925.5,2901.1,60.43,24.79,7.76,0.24,0.17,1.19,0.0,0.0,0.03,1.28,0.51,0.72,2.35,0.53
358,00/12-35-064-19W5/0,11/18/1991 00:00:00,2925.5,2901.1,64.79,23.67,6.56,0.08,0.07,1.4,0.0,0.0,0.03,0.86,0.22,0.77,1.35,0.2
359,00/12-35-064-19W5/0,1/8/1991 00:00:00,2925.5,2901.1,62.63,22.73,7.64,0.24,0.14,1.45,0.0,0.0,0.04,1.09,0.46,0.88,2.21,0.49
360,00/07-10-058-13W5/0,1/16/1974 00:00:00,2216.5,2194.5,21.42,1.16,0.06,,,15.06,,52.87,,0.01,,9.42,,
361,00/07-10-058-13W5/0,1/18/1974 00:00:00,1832.46,1817.83,90.43,5.38,1.24,0.13,0.12,0.35,0.0,0.55,0.0,0.08,0.1,1.23,0.27,0.12
362,00/07-10-058-13W5/0,1/16/1974 00:00:00,2216.51,2194.56,98.28,0.14,0.06,0.02,0.01,0.1,0.0,0.0,0.0,0.01,0.01,1.33,0.02,0.02
363,00/07-10-058-13W5/0,1/14/1974 00:00:00,2752.34,2718.82,83.27,8.18,2.38,0.17,0.11,2.63,0.0,0.0,0.0,0.3,0.17,1.82,0.74,0.23
364,00/07-10-058-13W5/0,2/4/1974 00:00:00,1496.57,1490.47,89.42,3.93,1.3,0.02,0.01,0.02,0.0,0.0,0.0,0.18,0.05,4.77,0.26,0.04
365,00/07-10-058-13W5/0,1/14/1974 00:00:00,2752.34,2718.82,74.36,12.1,3.77,0.19,0.14,0.41,0.0,0.0,0.0,0.49,0.25,6.68,1.25,0.36
366,00/07-10-058-13W5/0,1/16/1974 00:00:00,2216.51,2194.56,21.42,1.16,0.06,0.0,0.0,15.06,0.0,52.87,0.0,0.01,0.0,9.42,0.0,0.0
367,00/07-10-058-13W5/0,1/18/1974 00:00:00,1832.46,1817.83,23.74,4.81,1.43,0.08,0.0,2.25,0.0,0.0,0.0,0.23,0.38,66.4,0.38,0.3
368,00/07-30-050-22W4/0,11/2/1960 00:00:00,1351.8,1333.5,69.95,10.63,5.23,,,4.64,,0.1,,0.56,,6.12,1.19,1.58
369,00/07-30-050-22W4/0,10/18/1960 00:00:00,1204.57,1196.34,90.36,2.83,0.2,0.0,0.0,4.49,0.0,0.0,0.0,0.18,0.14,1.71,0.09,0.0
370,00/07-30-050-22W4/0,10/20/1960 00:00:00,1213.41,1204.87,91.52,2.36,0.13,0.0,0.0,3.54,0.0,0.0,0.0,0.21,0.14,2.06,0.04,0.0
371,00/07-30-050-22W4/0,10/23/1960 00:00:00,1227.12,1222.25,91.55,2.35,0.14,0.0,0.0,3.25,0.0,0.0,0.0,0.03,0.0,2.65,0.03,0.0
372,00/07-30-050-22W4/0,10/17/1960 00:00:00,1188.42,1171.96,91.05,3.55,1.12,0.0,0.0,1.0,0.0,0.0,0.0,0.24,0.11,2.68,0.25,0.0
373,00/07-30-050-22W4/0,10/28/1960 00:00:00,1351.79,1333.5,69.95,10.63,5.23,0.0,0.0,4.64,0.0,0.1,0.0,0.56,1.58,6.12,1.19,0.0
374,00/07-30-050-22W4/0,10/30/1960 00:00:00,1354.84,1351.18,55.81,12.55,7.73,0.0,0.0,4.8,0.0,0.0,0.0,1.54,4.12,9.73,3.72,0.0
375,00/03-32-060-15W5/0,1/29/1971 00:00:00,2610.3,2602.4,81.26,1.06,0.55,0.04,0.04,5.01,0.43,8.09,0.13,0.13,0.09,2.74,0.34,0.09
376,00/03-32-060-15W5/0,1/18/1971 00:00:00,2646.3,2594.5,79.09,1.29,0.74,0.08,0.06,4.98,1.33,8.91,0.11,0.15,0.1,2.68,0.37,0.11
377,00/10-16-064-19W5/0,2/17/1991 00:00:00,2999.2,2966.6,60.92,23.6,7.91,0.32,0.31,1.22,,0.01,0.04,1.24,0.56,0.81,2.46,0.6
378,00/10-16-064-19W5/0,6/17/1990 00:00:00,2999.2,2966.6,60.67,22.73,8.36,0.33,0.5,1.45,,0.01,0.04,1.2,0.58,0.87,2.61,0.65
379,00/10-16-064-19W5/0,12/13/1989 00:00:00,2999.2,2966.6,59.25,23.21,8.73,0.42,0.48,1.5,,,0.04,1.28,0.65,0.88,2.81,0.75
380,00/10-16-064-19W5/0,1/18/1992 00:00:00,2999.2,2966.6,66.76,19.2,7.02,0.19,0.07,1.94,,0.01,0.06,0.93,0.38,1.1,1.92,0.42
381,00/10-16-064-19W5/0,5/19/1991 00:00:00,2999.2,2966.6,67.26,19.0,7.05,0.14,0.08,1.85,,,0.06,0.88,0.34,1.13,1.85,0.36
382,00/10-16-064-19W5/0,10/2/1958 00:00:00,2999.23,2966.62,66.44,14.92,9.69,0.56,0.0,2.14,0.0,0.0,0.0,1.08,0.42,1.68,2.65,0.42
383,00/10-16-064-19W5/0,8/11/1990 00:00:00,2999.2,2966.6,61.13,22.24,8.27,0.28,0.47,1.58,0.0,0.0,0.04,1.18,0.55,1.11,2.54,0.61
384,00/12-09-064-19W5/0,9/20/1959 00:00:00,1493.52,1477.67,91.58,4.11,1.41,0.0,0.0,0.5,0.0,0.0,0.04,0.26,0.38,0.0,0.32,1.4
385,00/12-09-064-19W5/0,4/11/2010 00:00:00,3023.6,2988.3,71.23,13.87,7.58,0.17,0.17,2.38,0.0,0.02,0.06,0.79,0.33,1.19,1.86,0.35
386,00/12-09-064-19W5/0,6/5/2006 00:00:00,3023.6,2988.3,70.49,13.28,8.3,0.22,0.22,2.32,0.0,0.03,0.06,0.9,0.38,1.2,2.18,0.42
387,00/12-09-064-19W5/0,10/19/2007 00:00:00,3023.6,2988.3,67.49,15.31,8.72,0.23,0.12,2.46,0.0,0.01,0.06,0.95,0.38,1.57,2.3,0.4
388,00/12-09-064-19W5/0,10/25/2017 00:00:00,3023.6,2988.3,69.11,15.45,8.01,0.14,0.12,2.42,0.01,0.03,0.05,0.78,0.31,1.35,1.93,0.29
389,00/12-09-064-19W5/0,10/23/2015 00:00:00,3023.6,2977.9,69.79,13.08,8.2,0.37,0.26,2.09,0.01,0.02,0.07,0.95,0.53,1.56,2.45,0.62
390,00/12-09-064-19W5/0,3/15/2001 00:00:00,3023.6,2977.9,69.24,14.34,8.38,0.16,0.14,2.32,0.01,,0.07,0.91,0.35,1.57,2.15,0.36
391,00/12-09-064-19W5/0,10/19/2007 00:00:00,3023.6,2988.3,69.98,14.45,7.93,0.12,0.09,2.59,0.01,0.02,0.23,0.77,0.29,1.39,1.83,0.3
392,00/12-09-064-19W5/0,7/22/2010 00:00:00,3023.6,2988.3,69.42,14.21,8.03,0.2,0.29,2.24,0.02,0.02,0.06,0.91,0.4,1.52,2.22,0.46
393,00/12-09-064-19W5/0,10/26/2012 00:00:00,3023.6,2977.9,69.28,14.35,8.31,0.19,0.26,2.24,0.02,0.04,0.06,0.83,0.33,2.06,2.03,0.0
394,00/12-09-064-19W5/0,10/7/2011 00:00:00,3023.6,2988.3,68.78,15.14,8.62,0.17,0.22,2.19,0.06,0.02,0.06,0.83,0.33,1.26,1.98,0.34
395,00/10-36-059-13W5/0,2/8/1973 00:00:00,1656.8,1644.7,78.98,8.23,5.59,0.33,0.17,1.21,,,,0.74,0.38,2.09,1.81,0.47
396,00/10-36-059-13W5/0,2/3/1973 00:00:00,1655.67,1639.82,78.98,8.23,5.59,0.33,0.17,1.21,0.0,0.0,0.0,0.74,0.38,2.09,1.81,0.47
397,00/10-36-059-13W5/0,8/10/2017 00:00:00,1656.9,1652.9,83.04,7.42,4.31,0.36,0.34,1.31,0.0,0.0,0.01,0.61,0.37,0.28,1.49,0.46
398,00/10-36-059-13W5/0,9/23/1992 00:00:00,1656.9,1652.8,85.58,6.83,3.88,0.12,0.08,1.18,0.0,0.0,0.01,0.47,0.21,0.3,1.1,0.24
399,00/10-36-059-13W5/0,11/26/1982 00:00:00,1656.9,1653.5,86.93,6.5,3.37,0.0,0.0,1.18,0.0,0.0,0.02,0.35,0.07,0.88,0.64,0.06
400,00/10-36-059-13W5/0,9/9/1979 00:00:00,1656.89,1653.84,84.58,6.87,4.18,0.1,0.0,1.16,0.01,0.0,0.0,0.59,0.32,0.36,1.43,0.4
401,00/10-36-059-13W5/0,9/23/1992 00:00:00,1656.8,1644.7,85.37,6.58,3.69,0.09,0.06,1.7,0.01,,0.01,0.45,0.19,0.65,0.99,0.21
402,00/10-17-064-19W5/0,12/27/1966 00:00:00,1490.47,1485.9,91.35,4.06,1.72,0.13,0.13,0.3,0.0,0.0,0.0,0.3,0.17,1.32,0.39,0.13
403,00/10-17-064-19W5/0,8/28/1958 00:00:00,1502.66,1481.33,90.12,3.67,1.36,0.0,0.0,0.55,0.0,0.0,0.0,0.29,0.4,3.25,0.36,0.0
404,00/10-17-064-19W5/0,9/15/1980 00:00:00,1490.47,1485.9,90.21,4.94,1.77,0.1,0.15,0.34,0.0,0.0,0.02,0.32,0.14,1.52,0.4,0.09
405,00/10-17-064-19W5/0,9/3/1970 00:00:00,1490.47,1485.9,92.65,4.12,1.62,0.1,0.14,0.35,0.0,0.0,0.03,0.29,0.13,0.12,0.36,0.09
406,00/10-17-064-19W5/0,4/5/2003 00:00:00,3047.1,3005.6,74.87,12.97,5.69,0.11,0.11,2.12,0.01,,0.07,0.54,0.2,1.89,1.21,0.21
407,00/10-17-064-19W5/0,3/12/2001 00:00:00,3047.1,3005.6,74.53,12.77,6.17,0.08,0.08,2.28,0.01,,0.09,0.56,0.19,1.79,1.26,0.19
408,00/10-17-064-19W5/0,4/20/2018 00:00:00,3047.1,3005.6,72.06,12.39,7.2,0.16,0.15,2.49,0.01,0.11,0.09,0.74,0.31,2.15,1.81,0.33
409,00/10-17-064-19W5/0,4/15/2011 00:00:00,3047.1,3005.6,72.74,12.91,6.66,0.11,0.1,2.78,0.04,0.09,0.09,0.67,0.25,1.79,1.51,0.26
410,00/10-17-064-19W5/0,6/29/2006 00:00:00,1490.5,1485.9,73.25,12.95,6.65,0.13,0.14,2.13,0.04,0.09,0.11,0.64,0.25,1.87,1.49,0.26
411,00/10-17-064-19W5/0,2/25/2005 00:00:00,3023.0,3005.6,74.15,12.86,6.42,0.12,0.11,2.03,0.09,0.09,0.08,0.6,0.24,1.54,1.43,0.24
412,00/10-17-064-19W5/0,6/29/2006 00:00:00,1490.5,1485.9,70.5,12.8,6.9,0.22,0.7,2.07,0.26,0.6,0.11,0.7,0.28,2.93,1.62,0.31
413,00/12-22-063-19W5/0,10/19/1959 00:00:00,1818.74,1803.5,84.61,7.4,2.41,0.0,0.0,1.52,0.0,0.0,0.0,0.39,0.55,2.55,0.57,0.0
414,00/10-18-063-19W5/0,10/15/1994 00:00:00,1862.9,1837.5,86.5,6.73,2.29,0.19,0.7,1.98,,,0.02,0.31,0.17,0.37,0.56,0.18
415,00/10-18-063-19W5/0,1/24/1963 00:00:00,1591.06,1584.96,87.1,5.8,2.88,0.22,0.1,0.0,0.0,0.0,0.0,0.6,0.22,2.29,0.67,0.12
416,00/10-18-063-19W5/0,10/29/2007 00:00:00,1589.0,1584.5,88.54,6.14,2.05,0.09,0.22,1.04,0.0,0.0,0.02,0.3,0.12,0.94,0.43,0.11
417,00/10-18-063-19W5/0,10/29/2007 00:00:00,1589.0,1584.5,89.13,6.02,1.97,0.05,0.08,1.0,0.0,0.0,0.08,0.39,0.1,0.71,0.39,0.08
418,00/10-18-063-19W5/0,9/29/2007 00:00:00,1862.3,1845.6,87.71,6.51,2.19,0.16,0.22,1.73,0.01,0.0,0.02,0.31,0.16,0.26,0.54,0.18
419,00/10-18-063-19W5/0,10/29/2007 00:00:00,1589.0,1584.5,88.4,5.91,2.27,0.08,0.14,0.73,0.01,0.0,0.03,0.41,0.14,1.35,0.44,0.09
420,00/10-18-063-19W5/0,1/16/2009 00:00:00,1589.0,1584.5,89.08,5.66,2.46,0.1,0.12,0.47,0.01,0.0,0.06,0.48,0.18,0.82,0.46,0.1
421,00/05-05-064-18W5/0,7/11/1957 00:00:00,1487.42,1476.76,91.27,3.25,1.79,0.0,0.0,0.36,0.0,0.0,0.0,0.29,0.24,2.51,0.29,0.0
422,00/05-05-064-18W5/0,7/27/1957 00:00:00,1763.27,1749.55,86.7,6.43,1.06,0.0,0.0,1.18,0.0,0.0,0.0,0.33,1.06,2.59,0.65,0.0
423,00/05-05-064-18W5/0,1/10/2011 00:00:00,1758.0,1750.0,88.86,6.37,1.8,0.11,0.09,1.59,0.0,0.0,0.02,0.27,0.13,0.26,0.37,0.13
424,00/05-05-064-18W5/0,1/12/2006 00:00:00,1758.0,1750.0,88.18,6.47,1.87,0.14,0.37,1.57,0.0,0.0,0.02,0.43,0.13,0.32,0.39,0.11
425,00/05-05-064-18W5/0,2/21/2007 00:00:00,1758.0,1750.0,88.83,6.57,1.87,0.08,0.11,1.7,0.0,0.0,0.03,0.28,0.09,0.03,0.33,0.08
426,00/05-05-064-18W5/0,10/25/2000 00:00:00,1758.0,1750.0,88.49,6.41,1.85,0.15,0.39,1.47,0.01,,0.02,0.27,0.13,0.3,0.39,0.12
427,00/05-05-064-18W5/0,2/21/2008 00:00:00,1758.0,1750.0,87.91,6.81,1.93,0.14,0.24,1.61,0.05,0.0,0.02,0.29,0.13,0.35,0.4,0.12
428,00/07-33-063-19W5/0,9/24/1990 00:00:00,3029.1,3004.7,66.49,22.04,6.41,0.14,0.24,1.05,,,0.03,0.71,0.26,0.94,1.41,0.28
429,00/07-33-063-19W5/0,11/3/1957 00:00:00,3029.1,3004.72,67.76,15.38,9.48,0.0,0.0,2.68,0.0,0.0,0.0,0.98,0.98,0.43,2.31,0.0
430,00/07-33-063-19W5/0,7/19/1990 00:00:00,3029.1,3004.7,73.61,15.71,5.34,0.09,0.06,1.65,0.0,0.0,0.07,0.57,0.19,1.42,1.08,0.21
431,00/07-33-063-19W5/0,1/27/1992 00:00:00,3029.1,3004.7,72.81,16.35,5.69,0.08,0.02,1.29,0.01,,0.07,0.56,0.19,1.55,1.18,0.2
432,00/07-33-063-19W5/0,9/27/1992 00:00:00,3029.1,3004.7,72.81,16.35,5.69,0.08,0.02,1.29,0.01,,0.07,0.56,0.19,1.55,1.18,0.2
433,00/04-11-065-19W5/0,11/12/1960 00:00:00,2963.9,2939.8,70.46,15.33,7.5,0.11,0.09,2.37,,,,0.66,0.22,1.6,1.42,0.24
434,00/04-11-065-19W5/0,2/20/1992 00:00:00,2963.9,2939.8,68.66,20.73,5.9,0.07,0.03,1.25,,,0.04,0.67,0.2,1.04,1.21,0.2
435,00/04-11-065-19W5/0,4/7/1991 00:00:00,2963.9,2939.8,65.4,17.7,8.41,0.31,0.32,1.55,,0.01,0.05,1.11,0.58,1.21,2.68,0.67
436,00/04-11-065-19W5/0,8/15/1960 00:00:00,1705.97,1693.47,87.97,6.56,1.72,0.0,0.0,1.72,0.0,0.0,0.0,0.29,0.37,1.01,0.36,0.0
437,00/04-11-065-19W5/0,10/12/1960 00:00:00,2963.88,2939.8,70.46,15.33,7.5,0.11,0.09,2.37,0.0,0.0,0.0,0.66,0.22,1.6,1.42,0.24
438,00/04-11-065-19W5/0,4/20/2010 00:00:00,2963.9,2939.8,66.01,14.63,8.28,0.86,0.86,1.78,0.0,0.08,0.06,1.21,0.86,1.2,3.18,0.99
439,00/04-11-065-19W5/0,8/18/2017 00:00:00,2963.4,2939.8,67.2,16.59,7.73,0.24,0.15,2.06,0.0,0.1,0.06,1.06,0.49,1.29,2.49,0.54
440,00/04-11-065-19W5/0,1/16/1991 00:00:00,2963.9,2939.8,68.06,16.83,7.41,0.15,0.06,1.45,0.0,0.0,0.06,0.87,0.37,2.45,1.99,0.3
441,00/04-11-065-19W5/0,12/2/1991 00:00:00,2963.9,2939.8,65.87,18.77,7.56,0.24,0.17,1.4,0.0,0.0,0.11,1.0,0.46,1.67,2.23,0.52
